event_type,release_note_date,admin_interest,security_interest,event_type_description,event_type_tags
system.captcha.update,2021.05.1,1,1,A captcha instance is updated. Indicates when a captcha instance was updated. This event is fired when org admin updates a captcha instance.,"captcha,system"
system.org.captcha.deactivate,2021.05.1,1,0,Disable org-wide captcha support. Indicates when org-wide captcha support is disabled. This event is fired when org admin disables org-wide captcha support for all pages.,"captcha,system"
system.captcha.create,2021.05.1,1,1,A captcha instance is created for Sign-in Widget. Indicates when a captcha instance was created. This event is fired when org admin creates a captcha instance.,"captcha,system"
system.email.template.create,2021.07.0,1,0,This event is fired when a custom email template is created. Developers and Org Admins can use this to identify when a default email template has been overridden with a new template. The event details can be used to identify the template type and template engine. Usually this event will precede system.email.template.update or system.email.template.delete events.,"admin,email"
system.email.template.delete,2021.07.0,1,0,This event is fired when a custom email template is deleted. Developers and Org Admins can use this to identify when a custom email template has been deleted to fall back to default template. The event details can be used to identify the template type and template engine. Usually this event will follow system.email.template.create or system.email.template.update events.,"admin,email"
device.lifecycle.activate,2021.07.1,0,0,Activate device. You can use the event to audit device status change. When triggered the device can be suspended or deactivated. Also a user can access protected resources from an active device if permitted by the App Sign-On policies applied to the resources.,"device-identity,event-hook-eligible,oie-only,user"
device.lifecycle.deactivate,2021.07.1,0,0,Deactivate device. You can use the event to audit device status change. When a device is deactivated it can not be associated with any Okta Verify factor in the future.,"device-identity,event-hook-eligible,oie-only,user"
device.lifecycle.delete,2021.07.1,1,0,Delete device. You can use the event to audit device status change. When triggered the device no longer appears in the Admin Console.,"device-identity,event-hook-eligible,oie-only,user"
device.lifecycle.suspend,2021.07.1,0,0,Suspend device. You can use the event to audit device status change. When triggered access to the device is temporarily paused for users such as contractors or employees who take a leave of absence. Only active devices can be suspended. If a device suspension fails the cause may be that the device was not active and therefore cannot be suspended.,"device-identity,event-hook-eligible,oie-only,user"
device.lifecycle.unsuspend,2021.07.1,0,0,Unsuspend device. You can use the event to audit device status change. When triggered all Okta Verify factors associated with the device are unsuspended and users can access protected resources from the device.,"device-identity,event-hook-eligible,oie-only,user"
device.platform.add,2021.07.1,1,0,Triggered when an admin adds a device management platform. You can use the event to audit device management platform status change. When triggered the device management platform  will be available to the org.,"device-identity,oie-only,user"
device.platform.delete,2021.07.1,1,0,Triggered when an admin deletes a device management platform. You can use the event to audit device management platform status change. When triggered the device management platform no longer appears in the Admin Console.,"device-identity,oie-only,user"
device.platform.update,2021.07.1,1,0,Triggered when an admin updates a device management platform configuration. You can use the event to audit device management platform configuration change. An admin can only update some fields in the device management platform configuration.,"device-identity,oie-only,user"
device.user.add,2021.07.1,0,0,Add device to user. You can use the event to audit device user association activity. The event is triggered when a user adds a new account in Okta Verify.,"device-identity,event-hook-eligible,oie-only,user"
device.user.remove,2021.07.1,0,0,Remove device from user. You can use the event to audit device user association activity. The device remains in the Universal Directory after the user is removed.,"device-identity,event-hook-eligible,oie-only,user"
pki.ca.delete,2021.07.1,1,0,Triggered when an admin deletes a 3rd party certificate chain. You can use the event to audit the 3rd party certificate authority status change. When triggered the 3rd party certificate authority is no longer available to the org.,"device-identity,oie-only,user"
pki.ca.add,2021.07.1,1,0,Triggered when an admin uploads a 3rd party certificate chain. You can use the event to audit the 3rd party certificate authority status change. When triggered the 3rd party certificate authority will appear in the Admin Console.,"device-identity,oie-only,user"
system.theme.update,2021.08.0,1,0,This event is fired when the theme resource is updated. Developer and org admins can use this event to identify when and how the theme resource was updated. Event details can be used to identify changes made to theme assets including updates to theme hex codes logo background image and favicon. This event also tracks which combination of theme assets was applied to end users pages such as the sign-in page error pages and email templates.,admin
system.brand.update,2021.08.0,1,0,This event is fired when the brand resource is updated. Developer and org admins can use this event to identify when the brand resource was updated. The event contains information regarding specific updates made to brand like customPrivacyPolicyUrl.,admin
pki.cert.bind,2021.09.1,0,0,Triggered when a certificate is bound to a device. You can use the event to audit certificate device binding relationship. When triggered the device appears in the Admin Console as managed device.,"device-identity,oie-only,user"
pki.cert.lifecycle.delete,2021.09.1,1,0,Triggered when a certificate is deleted as a result of an admin deleting the binding device. You can use the event to audit certificate lifecycle change. When triggered the certificate no longer appears in the Admin Console.,"device-identity,oie-only,user"
pki.cert.lifecycle.hold,2021.09.1,1,0,Triggered when a certificate is temporarily on hold and appears on CRL. You can use the event to audit certificate lifecycle change. A certificate on hold can be activated after it is removed from CRL.,"device-identity,oie-only,user"
pki.cert.lifecycle.revoke,2021.09.1,1,0,Triggered when a certificate is revoked and appears on CRL. You can use the event to audit certificate lifecycle change. Once revoked a certificates can not be activated.,"device-identity,oie-only,user"
pki.cert.lifecycle.suspend,2021.09.1,1,0,Triggered when a certificate is suspended as a result of an admin deactivating the binding device. You can use the event to audit certificate lifecycle change. When triggered the certificate can not be used to send the management hint.,"device-identity,oie-only,user"
pki.cert.lifecycle.activate,2021.09.1,1,0,Triggered when a certificate marked as hold is removed from the CRL. You can use the event to audit certificate lifecycle change. When an admin activates/unsuspends a device the certificate associated with the device is activated when used in Okta Verify flow next time.,"device-identity,oie-only,user"
system.log_stream.lifecycle.activate,2021.09.1,1,1,Fired when a user activates a log stream. This event can be used to track and audit when a user activates a log stream. When fired this event indicates that a user activated a log stream configuration.,log-stream
system.log_stream.lifecycle.create,2021.09.1,1,1,Fired when a user creates a new log stream. This event can be used to track and audit when a user creates a log stream. When fired this event indicates that a user created a log stream configuration.,log-stream
system.log_stream.lifecycle.deactivate,2021.09.1,1,1,Fired when a user or Okta deactivates a log stream. This event can be used to track and audit when a user or Okta deactivates a log stream. When fired this event indicates that a user or Okta deactivated a log stream configuration.,log-stream
system.log_stream.lifecycle.delete,2021.09.1,1,1,Fired when a user deletes a log stream. This event can be used to track and audit when a user deletes a log stream. When fired this event indicates that a user deleted a log stream configuration.,log-stream
system.log_stream.lifecycle.update,2021.09.1,1,1,Fired when a user updates a log stream. This event can be used to track and audit when a user updates a log stream. When fired this event indicates that a user updated a log stream configuration.,log-stream
system.agent.auto_update,2021.10.0,0,0,Fired when an individual agent auto-update succeeds or fails. Confirms a successful agent auto-update or provides troubleshooting information when the agent auto-update is unsuccessful. Indicates when an agent auto-update is successful or unsuccessful.,"ad-agent,agent-pool"
system.agent_pools.auto_update,2021.10.0,0,0,Fired when the status of an agent pool auto-update is changed. Confirms an agent pool auto-update status change and provides troubleshooting information. Indicates when the status of an agent pool auto-update is changed.,"ad-agent,agent-pool"
system.agent.ldap.update_user,2021.10.0,0,0,Fired when LDAP Delegated Authentication is used to sign in and a user profile is updated. Can be used by admins to identify user profile changes resulting from corresponding changes in the LDAP directory. The previous name for this event was system.agent.ad.update_user.,ldap-app
app.oauth2.consent.grant,2021.10.2,0,0,"User granted consent to app. This event can be used to identify the org AS consent grant. When fired the event contains information about the successful consent grant by org AS.","oauth2,oauth2-as-runtime,oauth2-org-as"
system.custom_url_domain.cert_renew,2021.11.0,1,0,Okta managed certificates for custom URL domain are renewed. Can be used to identify when okta managed certificate renewal batch job has renewed certificates for custom URL domain. When fired the event contains information about the domain name and certificate source type.,system
system.custom_url_domain.delete,2021.11.0,1,1,Custom URL domain is deleted. Can be used to identify when an admin has deleted their custom URL domain. When fired the event contains information about the domain name that was deleted.,admin
policy.mapping.create,2021.12.0,1,0,Create policy mapping. This event is used to audit when a policy is mapped to a resource. This event is fired when a policy is mapped to a resource. The isPreviousPolicy attribute within the Policy Targets' Details denotes whether or not it was the previous or new policy being mapped.,policy
pam.ad_connection.create,2022.02.0,1,0,This event is triggered after an Active Directory Connection is created for discovering servers.,pam
system.agent.ldap.realtimesync,2022.02.0,1,0,Fired when LDAP Delegated Authentication is used to sign in and a user profile is updated using RealTimeSync action. Can be used by admins to identify user profile changes resulting from corresponding changes in the LDAP directory. The previous name for this event was system.agent.ad.realtimesync.,ldap-app
system.org.rate_limit.burst,2022.02.0,0,0,Fired when burst rate limit capacity is activated. This can be used to identify when an API in the Org exceeds standard rate limits and the frequency with which the activities occur. This event is fired after a corresponding warning event. If usage continues on this API the risk is hitting a rate limit violation which will fire a corresponding violation event. The event contains a burst rate limit threshold which informs how much capacity is remaining before a violation occurs.,system
pam.ad_connection.delete,2022.02.0,1,0,This event is triggered after an Active Directory Connection is deleted.,pam
pam.ad_connection.update,2022.02.0,1,0,his event is triggered after an Active Directory Connection is updated.,pam
pam.ad_task_settings.create,2022.02.0,0,0,This event is triggered after settings that are related to discovering servers in an Active Directory connection are created.,pam
pam.ad_task_settings.delete,2022.02.0,0,0,This event is triggered after settings that are related to discovering servers in an Active Directory connection are deleted.,pam
pam.ad_task_settings.update,2022.02.0,0,0,This event is triggered after settings that are related to discovering servers in an Active Directory connection are updated.,pam
pam.ad_task_settings.update_schedule,2022.02.0,0,0,This event is triggered after the schedule for discovering Active Directory servers is updated.,pam
pam.apikey.delete,2022.02.0,1,0,This event is triggered after a service user's API key is deleted.,pam
pam.apikey.rotate,2022.02.0,1,0,This event is triggered after a service user's API key is rotated.,pam
pam.auth_token.issue,2022.02.0,1,0,This event is triggered when an ASA client has been authenticated and is issued an authentication token with elevated capabilities.,pam
pam.billing_contact.create,2022.02.0,0,0,This event is triggered after a billing contact is created for an ASA team. This event is only applicable to legacy ASA customers.,pam
pam.client.assign,2022.02.0,0,0,This event is triggered after an ASA client is assigned to an ASA user.,pam
pam.client.enroll,2022.02.0,0,0,This event is triggered after an ASA client is enrolled with ASA.,pam
pam.client.remove,2022.02.0,0,0,This event is triggered after an ASA client is removed from a team.,pam
pam.client.state.update,2022.02.0,0,0,This event is triggered after the state of an ASA client is updated.,pam
pam.client_enrollment_policies.create,2022.02.0,1,0,This event is triggered after an ASA client enrollment policy is created.,pam
pam.client_enrollment_policies.delete,2022.02.0,1,0,This event is triggered after an ASA client enrollment policy is deleted.,pam
pam.client_enrollment_policies.update,2022.02.0,1,0,This event is triggered after an ASA client enrollment policy is updated.,pam
pam.client_enrollment_policy_token.delete,2022.02.0,0,0,This event is triggered after an ASA client enrollment token is deleted.,pam
pam.client_enrollment_policy_token.rotate,2022.02.0,0,0,This event is triggered after an ASA client enrollment token is rotated.,pam
pam.cloud_account.create,2022.02.0,1,0,This event is triggered after a project cloud account is created for importing servers into ASA.,pam
pam.cloud_account.delete,2022.02.0,1,0,This event is triggered after a cloud account has been removed from a project.,pam
pam.cloud_account.update,2022.02.0,1,0,This event is triggered after a cloud account which is used for importing servers into ASA is updated.,pam
pam.entitlement_sudo.add_to_project,2022.02.0,1,0,This event is triggered after a sudo entitlement object is added to a project.,pam
pam.entitlement_sudo.create,2022.02.0,1,0,This event is triggered after a sudo entitlement object is created.,pam
pam.entitlement_sudo.remove,2022.02.0,1,0,This event is triggered after a sudo entitlement object is removed.,pam
pam.entitlement_sudo.remove_from_project,2022.02.0,1,0,This event is triggered after a sudo entitlement object is removed from a project.,pam
pam.entitlement_sudo.update,2022.02.0,1,0,This event is triggered after a sudo entitlement object is updated.,pam
pam.gateway.create,2022.02.0,1,0,This event is triggered after an ASA gateway is created.,pam
pam.gateway.delete,2022.02.0,1,0,This event is triggered after an ASA gateway is deleted.,pam
pam.gateway.setup_token.create,2022.02.0,1,0,This event is triggered after a gateway setup token is created.,pam
pam.gateway.setup_token.delete,2022.02.0,1,0,This event is triggered after a gateway setup token is deleted.,pam
pam.gateway.setup_token.update,2022.02.0,1,0,This event is triggered after a gateway setup token is updated.,pam
pam.gateway.update,2022.02.0,1,0,This event is triggered after settings are updated on an ASA gateway.,pam
pam.gateway_creds.issue,2022.02.0,0,0,This event is triggered after the gateway issues credentials for a server.,pam
pam.group.bulk_membership_change,2022.02.0,0,0,This event is triggered after the members belonging to an ASA group were updated in bulk by a SCIM driver.,pam
pam.group.create,2022.02.0,1,0,This event is triggered after an ASA group is created.,pam
pam.group.delete,2022.02.0,1,0,This event is triggered after an ASA group is deleted.,pam
pam.incoming_federation.approve,2022.02.0,1,0,This event is triggered when an ASA team admin from another team has approved a request to federate identities identities from their team to this team. Only applicable to legacy ASA customers.,pam
pam.incoming_federation.request,2022.02.0,1,0,This event is triggered after an ASA team admin submits a request to federate identities from a different team to their team. This event is only applicable to legacy ASA customers.,pam
pam.member.add,2022.02.0,0,0,This event is triggered after a user is added to an ASA group.,pam
pam.member.remove,2022.02.0,0,0,This event is triggered after a user is removed from an ASA group.,pam
pam.offline_disabled_event,2022.02.0,1,0,This event is triggered after disconnected mode is disabled for a group.,pam
pam.offline_enabled_event,2022.02.0,1,0,This event is triggered after disconnected mode is enabled for a group.,pam
pam.offline_group.secrets.rotate,2022.02.0,1,0,This event is triggered after disconnected mode credentials are rotated for a group.,pam
pam.outgoing_federation.approve,2022.02.0,1,0,This event is triggered when an ASA team admin from this team has approved a request to federate identities from this team to another team. Only applicable to legacy ASA customers.,pam
pam.password.change,2022.02.0,0,0,This event is triggered after a user password changed. This event is only applicable to legacy ASA customers.,pam
pam.password.reset,2022.02.0,0,0,This event is triggered after a user password reset request is submitted. This event is only applicable to legacy ASA customers.,pam
pam.permission.change,2022.02.0,1,0,This event is triggered after group permissions are updated.,pam
pam.preauthorization.create,2022.02.0,0,0,This event is triggered after a preauthorization is created.,pam
pam.preauthorization.update,2022.02.0,0,0,This event is triggered after a preauthorization is updated.,pam
pam.project.add_group,2022.02.0,1,0,This event is triggered after a group is added to a project.,pam
pam.project.create,2022.02.0,1,0,This event is triggered after a project is created.,pam
pam.project.delete,2022.02.0,1,0,This event is triggered after a project is deleted.,pam
pam.project.remove_group,2022.02.0,1,0,This event is triggered after a group is removed from a project.,pam
pam.project_group_selector.update,2022.02.0,0,0,This event is triggered after server selectors for a group assigned to a project are updated.,pam
pam.server.enroll,2022.02.0,0,0,This event is triggered after a server running the Okta ASA agent has enrolled with ASA.,pam
pam.server.reassign,2022.02.0,0,0,This event is triggered after a server is reassigned from one project to another.,pam
pam.server.remove,2022.02.0,1,0,This event is triggered after a server is removed from the ASA inventory.,pam
pam.server.ssh_login,2022.02.0,0,0,This event is triggered after a user performs an SSH login to a server.,pam
pam.server_labels.update,2022.02.0,1,0,This event is triggered after server labels are updated.,pam
pam.service.create,2022.02.0,0,0,This event is triggered after a service bound to a service user is created on a server.,pam
pam.service.remove,2022.02.0,0,0,This event is triggered after a service is removed from a server.,pam
pam.team.create,2022.02.0,1,0,This event is triggered after a team is created in ASA.,pam
pam.team_group_attribute.create,2022.02.0,1,0,This event is triggered after team-level group attributes are created.,pam
pam.team_group_attribute.delete,2022.02.0,1,0,This event is triggered after team-level group attributes are deleted.,pam
pam.team_group_attribute.update,2022.02.0,1,0,This event is triggered after team-level group attributes are updated.,pam
pam.team_invitation.create,2022.02.0,0,0,This event is triggered after an invitation to join a team is sent. This event is only applicable to legacy ASA customers.,pam
pam.team_project_group_attribute.create,2022.02.0,0,0,This event is triggered after project-level group attribute overrides are created.,pam
pam.team_project_group_attribute.delete,2022.02.0,0,0,This event is triggered after project-level group attribute overrides are deleted.,pam
pam.team_project_group_attribute.update,2022.02.0,0,0,This event is triggered after project-level group attribute overrides are updated.,pam
pam.team_project_user_attribute.create,2022.02.0,0,0,This event is triggered after project-level user attribute overrides are created.,pam
pam.team_project_user_attribute.delete,2022.02.0,0,0,This event is triggered after project-level user attribute overrides are deleted.,pam
pam.team_project_user_attribute.update,2022.02.0,0,0,This event is triggered after project-level user attribute overrides are updated.,pam
pam.team_settings.update,2022.02.0,1,0,This event is triggered after team settings are updated.,pam
pam.team_user_attribute.create,2022.02.0,1,0,This event is triggered after team-level user attributes are created.,pam
pam.team_user_attribute.delete,2022.02.0,1,0,This event is triggered after team-level user attributes are deleted.,pam
pam.team_user_attribute.update,2022.02.0,1,0,This event is triggered after team-level user attributes are updated.,pam
pam.unbound_client.enroll,2022.02.0,0,0,This event is triggered after an ASA client is enrolled by using the 'sft fleet enroll' command.,pam
pam.unmanaged_server.create,2022.02.0,0,0,This event is triggered after a server is created in ASA directly through the API and not by an ASA agent installation.,pam
pam.user.create,2022.02.0,0,0,This event is triggered after a user is created in ASA.,pam
pam.user.remove,2022.02.0,0,0,This event is triggered after a user is removed from ASA.,pam
pam.user.update,2022.02.0,0,0,This event is triggered after a user is updated in ASA.,pam
pam.user_creds.issue,2022.02.0,0,0,This event is triggered after ASA credentials are issued to access servers.,pam
app.oauth2.api_resource.create,2022.04.2,1,1,OAuth2 API Resource is created. Manage and audit lifecycle events of API resources. Administrators are made aware that a new API resource is getting created under Authorization servers.,"oauth2,oauth2-api-resource"
app.oauth2.api_resource.delete,2022.04.2,1,1,OAuth2 API Resource is deleted. Manage and audit lifecycle events of API resources. Administrators are made aware that a new API resource is getting deleted under Authorization servers.,"oauth2,oauth2-api-resource"
app.oauth2.api_resource.update,2022.04.2,1,1,OAuth2 API Resource is updated. Manage and audit lifecycle events of API resources. Administrators are made aware that a new API resource is getting updated under Authorization servers.,"oauth2,oauth2-api-resource"
device.push.provider.create,2022.04.3,1,1,"Indicates that a new push notification service has been successfully created. The notification service enables push notification as an authentication option through Okta to a push provider such as the Apple Push Notification service or the Google Firebase Cloud Messaging service. You can use this event to verify when a notification service was created for a custom app. When triggered, a new push notification service appears in the Admin Console.","oie-only,push-provider"
device.push.provider.delete,2022.04.3,1,1,"Indicates that a push notification service has been deleted. The notification service enables push notification as an authentication option through Okta to a push provider such as the Apple Push Notification service or the Google Firebase Cloud Messaging service. You can use this event to verify when a notification service was deleted for a custom app. When triggered, a push notification service is removed from the Admin Console.","oie-only,push-provider"
device.push.provider.update,2022.04.3,1,1,"Indicates that a push notification service has been updated. The notification service enables push notification as an authentication option through Okta to a push provider such as the Apple Push Notification service or the Google Firebase Cloud Messaging service. You can use this event to verify when a notification service was updated for a custom app. When triggered, a push notification service is updated in the Admin Console.","oie-only,push-provider"
system.email.template.settings_changed,2022.05.0,1,0,"This event is fired when the settings for an email template is changed. Developers and Org Admins can use this to identify when an email template setting has been changed. When fired, this event contains information about the email template and settings that were changed.","admin,email"
system.email.delivery,2022.05.0,,,"An email's delivery status was updated. Used to notify admins of a bounced or dropped email. As of the 2022.08.0 release, this is also used to identify other email events e.g. delivered, deferred. See the event debugData for help identifying a remediation, such as updating an incorrect email address.",email
analytics.reports.export.download,2022.05.1,,,"A user has downloaded an export file that Okta has generated for a report available in the admin console. This event may be used to identify access by a user to a report data set from Okta. This may be useful to audit access to report data for security investigations, compliance audits, and evaluation of the utility of a report within the Org. This event only indicates that a user has downloaded the export file. The user that downloaded it may not be the user that requested generation of the export file. See analytics.reports.export.request and analytics.reports.export.generate for related actions.",
analytics.reports.export.generate,2022.05.1,,,Okta has generated an export file for a report available in the admin console. This event may be used to identify whether Okta successfully generated the export file that a user requested for a report. This event is primarily useful for troubleshooting if a report fails to generate. This event does not indicate whether a user downloaded the report file. See analytics.reports.export.request and analytics.reports.export.download for related actions.,
analytics.reports.export.request,2022.05.1,,,"A user has requested that Okta generate an export file for a report available in the admin console. This event may be used to identify a request by a user to export a report data set from Okta. This may be useful to audit access to report data for security investigations, compliance audits, and evaluation of the utility of a report within the Org. This event only indicates that a user requested the export. It does not indicate that an export file was successfully generated by Okta nor that the export file was accessed by a user. See analytics.reports.export.generate and analytics.reports.export.download for those actions.",
app.oauth2.credentials.lifecycle.activate,2022.05.3,,,OAuth client credentials (either client secret or JWK) is added for an application. Use this event to find out if an application has a new client secret or private/public key that has been added. This could be used to audit changes made to client credentials.,"oauth2,oauth2-client,oauth2-client-credentials-lifecycle"
app.oauth2.credentials.lifecycle.create,2022.05.3,,,OAuth client credentials (either client secret or JWK) is activated for an application. Use this event to find out if an application has activated a new client secret or private/public key. This could be used to audit changes made to client credentials.,"oauth2,oauth2-client,oauth2-client-credentials-lifecycle"
app.oauth2.credentials.lifecycle.deactivate,2022.05.3,,,OAuth client credentials (either client secret or JWK) is deactivated for an application. Use this event to find out if an application has an existing client secret or private/public key that has been deactivated. This could be used to audit changes made to client credentials.,"oauth2,oauth2-client,oauth2-client-credentials-lifecycle"
app.oauth2.credentials.lifecycle.delete,2022.05.3,,,OAuth client credentials (either client secret or JWK) is deleted for an application. Use this event to find out if an application has an existing client secret or private/public key that has been deleted. This could be used to audit changes made to client credentials.,"oauth2,oauth2-client,oauth2-client-credentials-lifecycle"
device.custom_push.send_notification,2022.05.3,0,0,Fired when a Push notification sent to a device for custom app. Used to log success and failure for the push notifications with relevant information to allow org developers to troubleshoot push configurations for custom push authenticator. Note that this event is fired whenever a Push is sent.,custom-push
security.authenticator.lifecycle.create,2022.06.0,1,1,Fired when an admin creates an authenticator for the org. This event can be used to identify who created an authenticator and which authenticator was created. The actor specifies the user that created the authenticator and the target specifies the authenticator name and the id. This event could also contain some authenticator specific information. Authenticator creation occurs when an authenticator is added. Related events include security.authenticator.lifecycle.update.,"authenticator,event-hook-eligible,oie-only"
security.authenticator.lifecycle.update,2022.06.0,1,1,Fired when an admin updates an authenticator in the org. This event can be used to identify who updated an authenticator and which authenticator was updated. The actor specifies the user that updated the authenticator and the target specifies the authenticator name and the id. This event could also contain some authenticator specific information. Authenticator update occurs when an authenticator is edited. Related events include security.authenticator.lifecycle.create.,"authenticator,event-hook-eligible,oie-only"
workflows.user.delegatedflow.run,2022.06.0,1,1,This event can be used by admins or security team members to monitor the execution of delegated flows in the Workflows platform from the Admin application. The actor field provides the Okta User ID of the user that ran the flow. The target fields provide context on the Workflows instance as well as the name and flow id of the executed flow. This event only indicates if the flow was successfully triggered and does not provide information about whether the flow encountered an error.,workflows
support.org.update,2022.06.2,1,1,"Okta has updated the configuration or data within the Org. This can be used to identify modifications to an Org which are the result of an action by an Okta staff member. Such actions are typically taken in response to a customer request, such as request to enable an Early Access feature. In some cases, these actions may be the result of a review initiated by Okta, such as a review in response to a production service alert. See the supportAction object within the debugContext.debugData objection for more information about the type of update.",support-audit
support.org.view,2022.06.2,1,1,"Okta has viewed a page which contains customer data. This can be used to identify an action taken by an Okta staff member in the support tool which resulted in a view of customer data. Such actions are typically taken in response to a customer request, such as in the process of investigating an issue raised through a support case. In some cases, these actions may be the result of a review initiated by Okta, such as a review in response to a production service alert. See the supportAction object within the debugContext.debugData objection for more information about the type of update.",support-audit
system.api_token.update,2022.07.0,1,1,"An API token has been updated. This event can be used to identify a change to an existing API token, such as a change to the applicable rate limits for the token. Details of the change can be found in the debugData. This event does not change whether the token is valid for use, for actions that impact validity see system.api_token.enable and system.api_token.revoke.",token
system.operation.concurrency_limit.violation,2022.07.0,1,0,"Operation concurrency limit violation. This can be used to track if there are too many concurrent operations of the given type. The operation type information is available in debugData. When fired, this event contains information about the operation such as its actor, type, scope and threshold details. OperationRateLimitType in debugData will indicate the category to which the concurrency limit is being applied (e.g. web_request), OperationRateLimitSubtype defines specific subtypes (e.g. ssws_token) and OperationRateLimitScope will indicate the scope of the rate limit (e.g. token).",system
app.policy.sign_on.update,2022.08.0,1,1,Update app sign on policy. This event is used to audit when an app sign on policy is updated. This event is fired when an admin updates an app's sign on policy and logs what was changed.,policy
system.import.session.cancelled,2022.10.0,1,0,Cancel an import session. This event can be used to identify when an admin cancel import session. This event includes details when the import session be canceled.,"import,system"
system.import.session.created,2022.10.0,1,0,Create a new import session. This event can be used to identify when an admin start new import session. This event includes details when the import process be created.,"import,system"
system.import.session.expired,2022.10.0,1,0,Expired an import session. This event can be used to identify when the session is expired. This event includes details when the session is expired.,"import,system"
system.import.session.triggered,2022.10.0,1,0,Triggered an import session to start importing. This event can be used to identify when an admin trigger the import job from an open session. This event includes details when the import process be triggered.,"import,system"
system.hook.key.created,2022.10.2,1,0,"Create a new hook key. This event can be used to identify when an admin created a new hook key. When triggered, this events contains information about the created hook key.",hook-key
system.hook.key.deleted,2022.10.2,1,0,"Delete a hook key. This event can be used to identify when an admin deleted a hook key. When triggered, this events contains information about the deleted hook key.",hook-key
system.hook.key.updated,2022.10.2,1,0,"Update a hook key. This event can be used to identify when an admin updated a hook key. When triggered, this events contains information about the updated hook key.",hook-key
directory.linked_object.create,2022.11.1,1,0,"An admin can create a linked object that is related to user profiles. This event may be used to identify when a linked object is created, and who created the linked object. This may be useful for admins to validate why a change in the user profile has happened. While linked object creation does not trigger or happen as a result of another event, it is overall related to custom property update, creation and deletion. This event only indicates the creation of a linked object. See directory.linked_object.delete for deletion of linked objects.","cvd,directory"
directory.linked_object.delete,2022.11.1,1,0,"An admin can delete a linked object that is related to user profiles. This event may be used to identify when a linked object is deleted, and who deleted the linked object. This may be useful for admins to validate why a change in the user profile has happened. While linked object creation does not trigger or happen as a result of another event, it is overall related to custom property update, creation and deletion. This event only indicates the deletion of a linked object. See directory.linked_object.create for creation of linked objects.","cvd,directory"
workflows.user.folder.delete,2022.11.1,1,1,"Fires when a user deletes a folder in Workflows. Can be used to audit when a user deletes a folder in Workflows. A folder deletion event may trigger other deletion requests; if the deleted folder is not empty and contains inactive flows and/or tables, Workflows will delete the inactive flows and tables (though it may not be immediately after).",workflows
system.iwa_agentless.auth_after_redirect,2022.11.2,0,0,"Fired after redirection from Agentless DSSO failure. This can be used to track the start of a subsequent authentication request after Agentless DSSO fails. This can also be used for end-to-end tracking of an ADSSO failure to the subsequent authentication it is redirected to by searching for the common stateTokenHash. When fired, this event contains the stateTokenHash which will be common before and after the redirection occurs.","iwa,system"
application.configuration.update_rate_limits,2023.01.0,,,"Update rate limits for an OAuth App. This can be used to track the updates to rate limits for an OAuth application. When fired, this event contains details about the actor, who triggered the event, the OAuth app, for which the rate limit was updated, etc. Actual value change details can be found in debug data such as the old and new values.",app
system.brand.create,2023.01.0,,,"This event is fired when the brand resource is created. Developer and org admins can use this event to identify when the brand resource was created. The event contains information about the created brand.",admin
system.brand.delete,2023.01.0,,,"This event is fired when a brand resource is deleted. Developer and org admins can use this event to identify when a brand resource was deleted. The event contains information about a deleted brand.",admin
system.custom_error.delete,2023.01.0,,,"Custom error page is deleted. Can be used to identify when an admin has deleted the custom error page. Event fired when the custom error page is deleted.",admin
system.custom_signin.delete,2023.01.0,,,"Custom sign-in page is deleted. Can be used to identify when an admin has deleted the custom sign-in page. Event fired when custom sign-in page is deleted.",admin
system.custom_signout.update,2023.01.0,,,"Custom sign-out page is updated. Admin has updated the custom sign-out page. Event fired when custom sign-out page is updated.",admin
system.custom_url_domain.update,2023.01.0,,,"Custom domain brand association is updated. Admin has updated the custom domain association with the brand. When fired, the event contains the domain name, certificate source type, domain validation status and information about the brand it is associated with.",admin
system.email_domain.create,2023.01.0,,,"Email domain is created. Admin has initiated email domain setup by inputting their domain details for DNS verification. When fired, the event contains information about the domain name, display name, user name, brand id and validation status.",admin
system.email_domain.delete,2023.01.0,,,"Email domain is deleted. Can be used to identify when an admin has deleted their email domain. When fired, the event contains information about the email domain that was deleted.",admin
system.email_domain.update,2023.01.0,,,"Email domain is updated. Admin has updated the email domain. When fired, the event contains information about the email domain that was updated.",admin
system.email_domain.verify,2023.01.0,,,"Email domain is successfully verified by Okta. Identifies when an admin has successfully verified the email domain. When fired, the event contains information about the email domain that was verified.",admin
user.session.context.changed,2023.01.0,,,"User session context changed. This event indicates that the context in which the session is being used has changed significantly enough from the context in which the event was created, that re-evaluation of policy may be required. Often this indicates a security issue related to the session.","end-user-visible,event-hook-eligible,session,user"
user.authentication.auth_unconfigured_identifier,2023.01.2,,,"Fired after a user authenticates via a directory instance that is not the highest priority profile source for the user. This can be used to track users that are using an identifier to login which is different from the admin configured identifier for that user which might result in unexpected login results. When fired, this event will contain useful information about the user, the directory instance that was used to login the user, and the directory instance that should have been used instead.","directory,user"
app.oauth2.trusted_server.add,2023.02.0,,,"Trusted authorization server is added. Administrators can use this event to debug and audit trusted authorization server operations. When fired, this event contains the authorization server IDs of the servers involved.","event-hook-eligible,oauth2,oauth2-as-runtime,oauth2-custom-as"
