Type,Description,TechniqueIdCombined,Technique,"Data_Component","Data_Component_Description"
Detection,,T1207,"Rogue Domain Controller","Active Directory Object Creation","Initial construction of a new active directory object (ex: Windows EID 5137)"
Detection,,T1207,"Rogue Domain Controller","Active Directory Object Modification","Changes made to an active directory object (ex: Windows EID 5163 or 5136)"
Detection,,T1207,"Rogue Domain Controller","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1207,"Rogue Domain Controller","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,T1014,Rootkit,"Drive Modification","Changes made to a drive letter or mount point of a data storage device"
Detection,,T1014,Rootkit,"Firmware Modification","Changes made to firmware, including its settings and/or data, such as MBR (Master Boot Record) and VBR (Volume Boot Record)"
Detection,,"T1564.006","Run Virtual Instance","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1564.006","Run Virtual Instance","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1564.006","Run Virtual Instance","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1564.006","Run Virtual Instance","Service Creation","Initial construction of a new service/daemon (ex: Windows EID 4697 or /var/log daemon logs)"
Detection,,"T1564.006","Run Virtual Instance","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1218.011",Rundll32,"File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,"T1218.011",Rundll32,"Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1218.011",Rundll32,"Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1218.011",Rundll32,"Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1565.003","Runtime Data Manipulation","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1565.003","Runtime Data Manipulation","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1565.003","Runtime Data Manipulation","File Deletion","Removal of a file (ex: Sysmon EID 23)"
Detection,,"T1565.003","Runtime Data Manipulation","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1565.003","Runtime Data Manipulation","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,"T1606.002","SAML Tokens","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1606.002","SAML Tokens","Web Credential Creation","Initial construction of new web credential material (ex: Windows EID 1200 or 4769)"
Detection,,"T1606.002","SAML Tokens","Web Credential Usage","An attempt by a user to gain access to a network or computing resource by providing web credentials (ex: Windows EID 1202)"
Detection,,"T1134.005","SID-History Injection","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1134.005","SID-History Injection","User Account Metadata","Contextual data about an account, which may include a username, user ID, environmental data, etc."
Detection,,"T1134.005","SID-History Injection","Active Directory Object Modification","Changes made to an active directory object (ex: Windows EID 5163 or 5136)"
Detection,,"T1553.003","SIP and Trust Provider Hijacking","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1553.003","SIP and Trust Provider Hijacking","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1553.003","SIP and Trust Provider Hijacking","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1021.002","SMB/Windows Admin Shares","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1021.002","SMB/Windows Admin Shares","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,"T1021.002","SMB/Windows Admin Shares","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1021.002","SMB/Windows Admin Shares","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1021.002","SMB/Windows Admin Shares","Network Share Access","Opening a network share, which makes the contents available to the requestor (ex: Windows EID 5140 or 5145)"
Detection,,"T1602.001","SNMP (MIB Dump)","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,"T1602.001","SNMP (MIB Dump)","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1505.001","SQL Stored Procedures","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1021.004",SSH,"Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1021.004",SSH,"Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,"T1021.004",SSH,"Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1098.004","SSH Authorized Keys","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1098.004","SSH Authorized Keys","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1098.004","SSH Authorized Keys","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1563.001","SSH Hijacking","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1563.001","SSH Hijacking","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1563.001","SSH Hijacking","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1563.001","SSH Hijacking","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1563.001","SSH Hijacking","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1562.009","Safe Mode Boot","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1562.009","Safe Mode Boot","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1562.009","Safe Mode Boot","Windows Registry Key Creation","Initial construction of a new Registry Key (ex: Windows EID 4656 or Sysmon EID 12)"
Detection,,"T1562.009","Safe Mode Boot","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1595.001","Scanning IP Blocks","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1053.005","Scheduled Task","Scheduled Job Creation","Initial construction of a new scheduled job (ex: Windows EID 4698 or /var/log cron logs)"
Detection,,"T1053.005","Scheduled Task","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1053.005","Scheduled Task","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1053.005","Scheduled Task","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1053,"Scheduled Task/Job","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,T1053,"Scheduled Task/Job","Container Creation","Initial construction of a new container (ex: docker create <container_name>)"
Detection,,T1053,"Scheduled Task/Job","Scheduled Job Creation","Initial construction of a new scheduled job (ex: Windows EID 4698 or /var/log cron logs)"
Detection,,T1053,"Scheduled Task/Job","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1053,"Scheduled Task/Job","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1053,"Scheduled Task/Job","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1029,"Scheduled Transfer","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,T1029,"Scheduled Transfer","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1113,"Screen Capture","OS API Execution","Operating system function/method calls executed by a process"
Detection,,T1113,"Screen Capture","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1546.002",Screensaver,"Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1546.002",Screensaver,"Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1546.002",Screensaver,"Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1546.002",Screensaver,"File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1546.002",Screensaver,"File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1594,"Search Victim-Owned Websites","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1003.002","Security Account Manager","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1003.002","Security Account Manager","Windows Registry Key Access","Opening a Registry Key, typically to read the associated value (ex: Windows EID 4656)"
Detection,,"T1003.002","Security Account Manager","File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)"
Detection,,"T1518.001","Security Software Discovery","Firewall Metadata","Contextual data about a firewall and activity around it such as name, policy, or status"
Detection,,"T1518.001","Security Software Discovery","Firewall Enumeration","An extracted list of available firewalls and/or their associated settings/rules (ex: Azure Network Firewall CLI Show commands)"
Detection,,"T1518.001","Security Software Discovery","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1518.001","Security Software Discovery","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1518.001","Security Software Discovery","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1547.005","Security Support Provider","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1547.005","Security Support Provider","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1547.005","Security Support Provider","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1555.002","Securityd Memory","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1555.002","Securityd Memory","Process Access","Opening of a process by another process, typically to read memory of the target process (ex: Sysmon EID 10)"
Detection,,"T1583.004",Server,"Response Metadata","Contextual data about an Internet-facing resource gathered from a scan, such as running services or ports"
Detection,,"T1583.004",Server,"Response Content","Logged network traffic in response to a scan showing both protocol header and body values"
Detection,,"T1584.004",Server,"Response Metadata","Contextual data about an Internet-facing resource gathered from a scan, such as running services or ports"
Detection,,"T1584.004",Server,"Response Content","Logged network traffic in response to a scan showing both protocol header and body values"
Detection,,T1505,"Server Software Component","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,T1505,"Server Software Component","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1505,"Server Software Component","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1505,"Server Software Component","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1505,"Server Software Component","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1505,"Server Software Component","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1569.002","Service Execution","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1569.002","Service Execution","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1569.002","Service Execution","Service Creation","Initial construction of a new service/daemon (ex: Windows EID 4697 or /var/log daemon logs)"
Detection,,"T1569.002","Service Execution","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1499.002","Service Exhaustion Flood","Host Status","Logging, messaging, and other artifacts highlighting the health of host sensors (ex: metrics, errors, and/or exceptions from logging applications)"
Detection,,"T1499.002","Service Exhaustion Flood","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1499.002","Service Exhaustion Flood","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1499.002","Service Exhaustion Flood","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1489,"Service Stop","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1489,"Service Stop","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1489,"Service Stop","OS API Execution","Operating system function/method calls executed by a process"
Detection,,T1489,"Service Stop","Service Metadata","Contextual data about a service/daemon, which may include information such as name, service executable, start type, etc."
Detection,,T1489,"Service Stop","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,T1489,"Service Stop","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1489,"Service Stop","Process Termination","Exit of a running process (ex: Sysmon EID 5 or Windows EID 4689)"
Detection,,"T1574.010","Services File Permissions Weakness","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1574.010","Services File Permissions Weakness","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1574.010","Services File Permissions Weakness","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1574.010","Services File Permissions Weakness","Service Metadata","Contextual data about a service/daemon, which may include information such as name, service executable, start type, etc."
Detection,,"T1574.011","Services Registry Permissions Weakness","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1574.011","Services Registry Permissions Weakness","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1574.011","Services Registry Permissions Weakness","Service Metadata","Contextual data about a service/daemon, which may include information such as name, service executable, start type, etc."
Detection,,"T1574.011","Services Registry Permissions Weakness","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1548.001","Setuid and Setgid","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1548.001","Setuid and Setgid","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,"T1548.001","Setuid and Setgid","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1129,"Shared Modules","OS API Execution","Operating system function/method calls executed by a process"
Detection,,T1129,"Shared Modules","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1213.002",Sharepoint,"Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1213.002",Sharepoint,"Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1547.009","Shortcut Modification","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1547.009","Shortcut Modification","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1547.009","Shortcut Modification","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1218,"Signed Binary Proxy Execution","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1218,"Signed Binary Proxy Execution","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,T1218,"Signed Binary Proxy Execution","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,T1218,"Signed Binary Proxy Execution","OS API Execution","Operating system function/method calls executed by a process"
Detection,,T1218,"Signed Binary Proxy Execution","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1218,"Signed Binary Proxy Execution","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,T1218,"Signed Binary Proxy Execution","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,T1216,"Signed Script Proxy Execution","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1216,"Signed Script Proxy Execution","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1216,"Signed Script Proxy Execution","Script Execution","Launching a list of commands through a script file (ex: Windows EID 4104)"
Detection,,"T1558.002","Silver Ticket","Logon Session Metadata","Contextual data about a logon session, such as username, logon type, access tokens (security context, user SIDs, logon identifiers, and logon SID), and any activity associated within it"
Detection,,"T1585.001","Social Media Accounts","Social Media","Established, compromised, or otherwise acquired social media personas"
Detection,,"T1585.001","Social Media Accounts","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1586.001","Social Media Accounts","Social Media","Established, compromised, or otherwise acquired social media personas"
Detection,,"T1586.001","Social Media Accounts","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1592.002",Software,"Response Content","Logged network traffic in response to a scan showing both protocol header and body values"
Detection,,T1072,"Software Deployment Tools","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,T1072,"Software Deployment Tools","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1518,"Software Discovery","Firewall Metadata","Contextual data about a firewall and activity around it such as name, policy, or status"
Detection,,T1518,"Software Discovery","Firewall Enumeration","An extracted list of available firewalls and/or their associated settings/rules (ex: Azure Network Firewall CLI Show commands)"
Detection,,T1518,"Software Discovery","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1518,"Software Discovery","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1518,"Software Discovery","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1027.002","Software Packing","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,"T1036.006","Space after Filename","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,"T1566.001","Spearphishing Attachment","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1566.001","Spearphishing Attachment","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1566.001","Spearphishing Attachment","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1566.001","Spearphishing Attachment","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1598.002","Spearphishing Attachment","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1598.002","Spearphishing Attachment","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1598.002","Spearphishing Attachment","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1566.002","Spearphishing Link","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1566.002","Spearphishing Link","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1566.002","Spearphishing Link","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1598.003","Spearphishing Link","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1598.003","Spearphishing Link","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1598.003","Spearphishing Link","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1598.001","Spearphishing Service","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1598.001","Spearphishing Service","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1598.001","Spearphishing Service","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1566.003","Spearphishing via Service","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1566.003","Spearphishing via Service","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1566.003","Spearphishing via Service","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1608,"Stage Capabilities","Response Content","Logged network traffic in response to a scan showing both protocol header and body values"
Detection,,"T1132.001","Standard Encoding","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1037.005","Startup Items","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1037.005","Startup Items","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1037.005","Startup Items","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1037.005","Startup Items","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1528,"Steal Application Access Token","User Account Modification","Changes made to an account, such as permissions and/or membership in specific groups (ex: Windows EID 4738 or /var/log access/authentication logs)"
Detection,,T1539,"Steal Web Session Cookie","File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)"
Detection,,T1539,"Steal Web Session Cookie","Process Access","Opening of a process by another process, typically to read memory of the target process (ex: Sysmon EID 10)"
Detection,,T1558,"Steal or Forge Kerberos Tickets","File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)"
Detection,,T1558,"Steal or Forge Kerberos Tickets","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1558,"Steal or Forge Kerberos Tickets","Active Directory Credential Request","A user requested active directory credentials, such as a ticket or token (ex: Windows EID 4769)"
Detection,,T1558,"Steal or Forge Kerberos Tickets","Logon Session Metadata","Contextual data about a logon session, such as username, logon type, access tokens (security context, user SIDs, logon identifiers, and logon SID), and any activity associated within it"
Detection,,"T1027.003",Steganography,"File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,"T1001.002",Steganography,"Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1565.001","Stored Data Manipulation","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1565.001","Stored Data Manipulation","File Deletion","Removal of a file (ex: Sysmon EID 23)"
Detection,,"T1565.001","Stored Data Manipulation","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1553,"Subvert Trust Controls","Windows Registry Key Creation","Initial construction of a new Registry Key (ex: Windows EID 4656 or Sysmon EID 12)"
Detection,,T1553,"Subvert Trust Controls","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,T1553,"Subvert Trust Controls","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1553,"Subvert Trust Controls","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1553,"Subvert Trust Controls","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,T1553,"Subvert Trust Controls","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1553,"Subvert Trust Controls","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
