author,categories,dashboard,date,description,phase,title,"__mv_author","__mv_categories","__mv_dashboard","__mv_date","__mv_description","__mv_phase","__mv_title"
"Avanan Inc.","security_compliance","https://splunkbase.splunk.com/app/5720/","2022-11-14","Avanan is an enterprise AI-based cloud security platform that prevents phishing, malware, data leakage, account takeover, & shadow IT for full-suite cloud applications like Office 365. Avanan is the only solution that can fully secure your cloud email and communication, with a unique architecture built specifically for the cloud. Avanan Splunk add-on allows to collect security events generated by the Avanan security platform, and perform actions on the collected events.",Phishing,"Avanan Splunk",,,,,,,
"Donald Murchison","security_compliance","https://splunkbase.splunk.com/app/5721/","2023-03-17","This apps main function is to enable a custom Splunk search command to reconstruct a pstree from Sysmon process creation events (EventCode 1). Information from memory forensics, such as Volatility's pstree, can be very helpful to detect malicious processes. By ingesting Sysmon events in Splunk and using this command you can quickly get similar information without performing memory forensics.","Command and control Malicious document","PSTree for Splunk",,,,,,"$Command and control$;$Malicious document$",
"Mandiant Advantage","security_compliance","https://splunkbase.splunk.com/app/6128/","2023-01-18","The Mandiant Advantage App for Splunk allows users to pull Mandiant threat intelligence into Splunk’s powerful data platform to stay ahead of attackers and threats. The app provides users a formidable combination of Splunk Enterprise Security’s (ES) powerful analytics, Splunk SOAR’s automation and massive scale along with Mandiant industry-leading threat intelligence, security validation and incident response.

Splunk ingests Mandiant intelligence, performs correlation and analysis, and provides dashboards for visualization. When combined, Splunk and Mandiant enable security professionals to validate their security stack and analyze security events through the eyes of Mandiant cyber security experts.

Maximize Mandiant Advantage with Splunk:

- Mandiant Threat Intelligence delivers the latest threat research directly to the SOC, allowing security teams to quickly see and detect real-time adversary activity. This empowers organizations to better understand the adversary and their tradecraft to make informed decisions and take decisive action. Mandiant intelligence feeds provide insights into well-known malicious actors, malware families, and map to MITRE ATT&CK for strategic response.

- Mandiant Attack Surface Management enables comprehensive visibility of the extended enterprise, so security teams can proactively mitigate real-world threats. Attack Surface Management scans corporate assets and cloud resources daily and identifies application and service technologies. The module assesses risks to the organization, assigns severity, and provides information security teams can use within Splunk to remediate.

- Mandiant Digital Threat Monitoring delivers customized alerts on potential targeting and data or credential leaks. Triggered alerts from monitoring the surface, deep and dark web can be viewed in pre-configured charts via the Splunk visualization tool. These charts provide a high-level overview of alerts and bring what matters most to the forefront in Digital Threat Monitoring. 

- Mandiant Security Validation allows customers to gain confidence in their readiness to withstand cyber-attacks. Mandiant tests the efficacy of control points to block attacks and validates that event information is being sent to and triggering alerts in Splunk Enterprise Security. With Mandiant and Splunk continuously validating the effectiveness of their cybersecurity controls, customers will have real data on how security controls are performing, allowing them to optimize their environments and make the right investments for the future.

- In the face of a suspected or active breach, customers can use the integration between Mandiant Incident Response and Splunk to engage with Mandiant incident response experts with the click of a button. These experts can help customers build their incident response capabilities, respond to active breaches, and bolster their security operations to detect and respond to attacks in the future.","Malicious document Malware","Mandiant Advantage App for Splunk",,,,,,"$Malicious document$;$Malware$",
"Arjun Mathew","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6132/","2022-11-15","This app will decode Proofpoint's URL Defense URLs using script-based dashboard as well as a custom streaming SPL command. The SPL command also has a feature to defang URLs for added protection

Documentation: https://github.com/a-mat/TA-pps_decoder","Command and control","Proofpoint Decoder Add-on for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Arjun Mathew","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6136/","2022-11-15","Sometimes URLs and IPs can be malicious. To prevent accidental clicks or searches, you'll want to ""defang"" them so they become less harmful. In other cases, you'll want to ""refang"" them. This Splunk commands makes it easy to defang and refang any URL or IP addresses to suite your process.

A custom search command for defanging and refanging URLs and IP Addresses .This TA contains a custom command defang that allows users to do both, depending on the arguments passed.

Documentation: https://github.com/a-mat/TA_defanger","Command and control","Defanger Add-on for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Qintel Integrations","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6165/","2022-11-15","QSentry is Qintel’s proprietary anonymization detection service that sources data directly from the Deep and DarkWeb.  Queries against the service helps measure the likelihood that a user is masking their identity.

The Qintel QSentry Technology Add-on allows you to perform real time queries of QSentry to enrich your log data automatically or at search time.","Internet-exposed service","Qintel QSentry Add-on for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
CrowdStrike,"it_operations_management security_compliance","https://splunkbase.splunk.com/app/6167/","2023-03-10","This add-on enables CrowdStrike customers to retrieve vulnerability data from their Falcon Spotlight module. In addition to the the basic vulnerability data the inputs can be configured to also retrieve additional details about the CVE's, remediations and hosts with the observed vulnerability.

This add-on is powered by FalconPy The CrowdStrike Falcon SDK for Python 3. 
For more information about FalconPy visit: https://github.com/CrowdStrike/falconpy","Exploit vulnerability","CrowdStrike Falcon Spotlight Vulnerability Data",,"$it_operations_management$;$security_compliance$",,,,,
"Autobahn Security","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6178/","2022-12-23","About us:
Autobahn is a technology start-up with a vision to make cybersecurity and vulnerability management accessible to all businesses. Our SaaS product has been developed by some of the world’s finest cybersecurity researchers and experts. Our SaaS tool allows both cybersecurity experts and non-experts to embark on a journey to implement effective vulnerability management in their business.

Description:
This Autobahn Security dashboard contains the visualized Autobahn’s reports.","Exploit vulnerability","Autobahn Security Dashboard",,"$it_operations_management$;$security_compliance$",,,,,
"Cyfirma Holdings Pte Ltd","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6189/","2023-03-23","CYFIRMA and Splunk are collaborating to deliver an AI-driven external threat landscape visibility and analysis tool to enrich SIEM telemetry. The insights provided by CYFIRMA correlates IOCs with malware associated with active hacking campaigns, threat actors and next-action planned by cybercriminals to give security operations team the ability to respond to malware with improved efficiency and effectiveness. The collaboration allows security teams to identify newly created malware that is being used in cybercrime communities before it is seen by any cybersecurity controls. Equipped with the capability to detect malware, viruses, malicious payload in the wild, hackers’ methods, techniques to infiltrate, infect and exfiltrate, the collaboration allows security teams to detect an attack before it impacts their environment. Organization can take identified malwares in the wild, their behavioral pattern, and apply on EDR, XDR, NDR, perimeter security controls to proactively defend against unseen threats.

CYFIRMA DeCYFIR App for Splunk gives security leaders the much-needed control to get ahead of cybercriminals. Based on analysis of threat indicators collected from the deep web, dark web, hacker forums and other closed communities, as well as CYFIRMA’s own research, attacks can be predicted using probability prediction models and analytics engines. By providing threat intelligence from the outside, CYFIRMA can share early warning information when signs of cyber-attacks are detected, enabling cyber teams to take rapid action to thwart attempts at intellectual property theft, ransomware attacks, and other malicious activities. With UI App for Splunk, security operations team are equipped to search for malware, campaigns, threat actors and more, and create their personalized dashboards.

The CYFIRMA DeCYFIR App for Splunk gives security leaders the ability to see from the hacker’s lens and empowers defenders with a view of their external threat landscape to counter emerging digital risks and cyber threats.","Malicious document Malware","CYFIRMA DeCYFIR Add-on for Splunk - External Threat Landscape Intelligence",,"$it_operations_management$;$security_compliance$",,,,"$Malicious document$;$Malware$",
"Cyfirma Holdings Pte Ltd","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6190/","2023-02-24","CYFIRMA and Splunk are collaborating to deliver an AI-driven external threat landscape visibility and analysis tool to enrich SIEM telemetry. The insights provided by CYFIRMA correlates IOCs with malware associated with active hacking campaigns, threat actors and next-action planned by cybercriminals to give security operations team the ability to respond to malware with improved efficiency and effectiveness. The collaboration allows security teams to identify newly created malware that is being used in cybercrime communities before it is seen by any cybersecurity controls. Equipped with the capability to detect malware, viruses, malicious payload in the wild, hackers’ methods, techniques to infiltrate, infect and exfiltrate, the collaboration allows security teams to detect an attack before it impacts their environment. Organization can take identified malwares in the wild, their behavioral pattern, and apply on EDR, XDR, NDR, perimeter security controls to proactively defend against unseen threats.

CYFIRMA DeCYFIR App for Splunk gives security leaders the much-needed control to get ahead of cybercriminals. Based on analysis of threat indicators collected from the deep web, dark web, hacker forums and other closed communities, as well as CYFIRMA’s own research, attacks can be predicted using probability prediction models and analytics engines. By providing threat intelligence from the outside, CYFIRMA can share early warning information when signs of cyber-attacks are detected, enabling cyber teams to take rapid action to thwart attempts at intellectual property theft, ransomware attacks, and other malicious activities. With UI App for Splunk, security operations team are equipped to search for malware, campaigns, threat actors and more, and create their personalized dashboards.

The CYFIRMA DeCYFIR App for Splunk gives security leaders the ability to see from the hacker’s lens and empowers defenders with a view of their external threat landscape to counter emerging digital risks and cyber threats.","Malicious document Malware","CYFIRMA DeCYFIR App for Splunk - External Threat Landscape Intelligence",,"$it_operations_management$;$security_compliance$",,,,"$Malicious document$;$Malware$",
"Splunk Inc.","security_compliance","https://splunkbase.splunk.com/app/6207/","2023-04-18","The Splunk Add-on for Microsoft Security collects incidents and alerts from Microsoft 365 Defender OR alerts from Microsoft Defender for Endpoint. 

Customers currently utilizing Microsoft 365 Defender Add-on for Splunk are strongly recommended to migrate to this new Splunk supported add-on after reading the migration section of the documentation. https://docs.splunk.com/Documentation/AddOns/released/MSSecurity/Migrate

Customers migrating from Microsoft 365 Defender Add-on for Splunk who would like to continue using the dashboards it includes should install Microsoft 365 App for Splunk, as the functionality has been moved there.
https://splunkbase.splunk.com/app/3786/

Microsoft 365 Defender Incidents
* Incident (impossible travel, activity from Tor IP, suspicious inbox forwarding, successful logon using potentially stolen credentials, etc.)
* Assignee
* Classification
* Severity
* Status
* Alerts associated with the Incident

Microsoft Defender for Endpoint Alerts
* Categories (Malware, Initial Access, Execution, etc.)
* Detection source
* Evidence
* Computer name
* Related user
* Severity
* Status","Malware Valid credentials","Splunk Add-on for Microsoft Security",,,,,,"$Malware$;$Valid credentials$",
"Doug Brown","security_compliance utilities","https://splunkbase.splunk.com/app/6242/","2022-11-15","From Karan Lyon's https://gist.github.com/karanlyons/8635587fd4fa5ddb4071cc44bb497ab6 I've produced a custom search command for detecting log4j exploitation attempts (CVE-2021-44228, CVE-2021-45046). It's simple to use, just pipe search results to the log4shellregex command with the name of the field and it will output a field called log4shellregex.

Here's an over-simplified example passing the raw event:
index=* sourcetype=log4
| log4shellregex _raw
| where isnotnull(log4shellregex)","Command and control","Log4Shell Regex",,"$security_compliance$;$utilities$",,,,,
"Amal Ben Othman","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6247/","2022-11-15","This splunk add-on is dedicated to blocking network traffic based on IPv4/IPv6 addresses or network users from splunk using Sophos XG API.
The response action consists of creating or updating specific policies depending on the input fields.
Resultant events will be displayed in splunk using the sourcetype ""Sophos_Log"".

Configuration: After installation, the Add-on's Accounts must be configured as follows: The password must be for an admin user also named ""admin"" (with the read and write privileges to set/update policies).","Password guessing","Sophos XG Active Response for Splunk Enterprise",,"$it_operations_management$;$security_compliance$",,,,,
"Constantin Biguet","security_compliance","https://splunkbase.splunk.com/app/6273/","2022-11-15","This add-on enables the import of vulnerability data from the Assess product of the Onapsis Platform into Splunk, giving you visibility into the risk within your mission-critical business applications.
A separate app called Onapsis Vulnerability Dashboard provides a dashboard with examples for visualizing this data.","Exploit vulnerability","Onapsis Vulnerability Add-On for Splunk",,,,,,,
"Constantin Biguet","security_compliance","https://splunkbase.splunk.com/app/6274/","2022-11-15","This dashboard gives visualization examples for vulnerability data coming from the Onapsis Platform based on the Assess dashboard.","Exploit vulnerability","Onapsis Vulnerability Dashboard",,,,,,,
"Proofpoint Splunk Integrations","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6323/","2022-11-15","Secure Email Relay (SER) is a hosted SMTP relay that secures application transactional email using your company's domains. Internal or 3rd party applications connect to SER in a secure manner and all email is DKIM-signed and scanned with Proofpoint anti-spam/anti-virus technology prior to being distributed to the Internet. The Proofpoint SER Splunk Add-on integrates with the SER API to collect data that populates in the Proofpoint SER Splunk App.",Email,"Proofpoint SER Add-on for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Proofpoint Splunk Integrations","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6324/","2022-11-15","Secure Email Relay (SER) is a hosted SMTP relay that secures application transactional email using your company's domains. Internal or 3rd party applications connect to SER in a secure manner and all email is DKIM-signed and scanned with Proofpoint anti-spam/anti-virus technology prior to being distributed to the Internet. The SER Splunk App provides visibility into your email activity using the system.",Email,"Proofpoint SER App for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Henrique Linsmeyer","security_compliance","https://splunkbase.splunk.com/app/6339/","2022-11-15","About Us:
CyberCX is Australia’s greatest force of cyber security experts. Our highly skilled professional services team operates a 24x7 on-shore security operations centre (SOC) servicing corporate and public sector organisations across Australia and New Zealand, specialising in Security Operations services leveraging Splunk.

Description:
CCX Security Operations has taken it upon ourselves to improve the existing Splunk Add-on ""Proofpoint On Demand Email Security Add On"" to ensure it is as CIM compliant as possible.

This TA does not replace the public Splunk Add-on for ""Proofpoint On Demand Email Security Add On"" but works as an additional extension to be deployed on Search Heads (only).

Fully compatible with Splunk Enterprise and Splunk Cloud, built by an Ops team for Ops teams.

Features:
- This TA currently supports logtypes tagged under the following CIM datamodels: Email and Malware.

Attribution:
CyberCX acknowledges the excellent (foundation) work done by Proofpoint Splunk Integrations team to provide this TA.",Email,"CCX Proofpoint Email Security Extensions (PoD)",,,,,,,
"Cognyte Technologies Israel Ltd","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6346/","2022-11-15","This connector allows integration of intelligence-based IOC data and customer-related leaked records identified by Luminar.
 
Luminar is an asset-based cybersecurity intelligence platform that empowers enterprise organizations to build and maintain a proactive threat intelligence operation that enables to anticipate and mitigate cyber threats, reduce risk and enhance security resilience. Luminar enables security teams to define a customized, dynamic monitoring plan to uncover malicious activity in its earliest stages on all layers of the Web.
 
Cognyte is a global leader in security analytics software that empowers governments and enterprises with Actionable Intelligence for a safer world. Our open software fuses, analyzes and visualizes disparate data sets at scale to help security organizations find the needles in the haystacks. Over 1,000 government and enterprise customers in more than 100 countries rely on Cognyte’s solutions to accelerate security investigations and connect the dots to successfully identify, neutralize, and prevent threats to national security, business continuity and cyber security.","Valid credentials","Luminar IOCs and leaked credentials",,"$it_operations_management$;$security_compliance$",,,,,
"Aplura LLC","security_compliance utilities","https://splunkbase.splunk.com/app/635/","2023-02-23","Getwatchlist is a custom search command for Splunk which will return a CSV formatted list from a URL. This is useful for creating lookup tables and keeping them up to date from external or internal sources. These watchlists can contain virtually anything such as domain names, IP addresses, host names, email addresses, filenames, etc. and can then be used in searches against your events. These watchlists can be in any delimited format (tab, comma, space, etc.).","Command and control","PAVO Getwatchlist Add-on",,"$security_compliance$;$utilities$",,,,,
"Citrix Inc","business_analytics security_compliance","https://splunkbase.splunk.com/app/6356/","2022-11-14","ADM Service Native Events are  interpreted in well standardized CIM format.","Internet-exposed service","CIM normalization for ADM service events/data",,"$business_analytics$;$security_compliance$",,,,,
"Chris Hajdu","security_compliance","https://splunkbase.splunk.com/app/6373/","2022-11-15","SpyCloud is the market leader in protecting enterprises and their customers from online fraud, account takeover, and follow-on attacks like ransomware. We provide an early warning of compromised credentials and malware-infected users, so you can take action before the criminals do. 

This application provides visualizations that allow the end user to view the SpyCloud data that is loaded by the SpyCloud Add-On for Splunk . Visualizations include a high level dashboard, a breakdown of breach records by the customer’s watchlist assets (domain, email and IP addresses,) and a summary of infected user data, including the ability to drill down into a specific machine infection to see all details for a given malware infection including sites visited, along with credential information.

Note: This Application can display information loaded by the SpyCloud Add-On for Splunk found here: https://splunkbase.splunk.com/app/6373/","Malware Valid credentials","SpyCloud Application for Splunk",,,,,,"$Malware$;$Valid credentials$",
"Chris Hajdu","security_compliance","https://splunkbase.splunk.com/app/6374/","2022-11-15","SpyCloud is the market leader in protecting enterprises and their customers from online fraud, account takeover, and follow-on attacks like ransomware. We provide an early warning of compromised credentials and malware-infected users, so you can take action before the criminals do. 

This add-on provides integration into SpyCloud’s Enterprise API, allowing you to download breach alerts directly into Splunk so you can take action immediately. This add-on uses the customer’s configured SpyCloud watchlist (domain(s), email(s) and IP address(es)) when determining what data to download into Splunk. The add-on setup requires the user to specify the index to use when storing data and a valid SpyCloud Enterprise ATO Protection API Key. The add-on pulls data on a predefined daily schedule which can be adjusted by the user.

This data loaded by this add-on can be viewed using the SpyCloud Application for Splunk found here: https://splunkbase.splunk.com/app/6373/","Valid credentials","SpyCloud Add-On for Splunk",,,,,,,
"Henrique Linsmeyer","security_compliance","https://splunkbase.splunk.com/app/6380/","2023-01-04","About Us:
CyberCX is Australia’s greatest force of cyber security experts. Our highly skilled professional services team operates a 24x7 on-shore security operations centre (SOC) servicing corporate and public sector organisations across Australia and New Zealand, specialising in Security Operations services leveraging Splunk.

Description:
The CCX Add-on for Crowdstrike Products Extensions looks to provide additional field extraction and CIM compliance for Crowdstrike log sources captured via the Add-on CrowdStrike Falcon Event Streams Technical Add-On or CrowdStrike Falcon Spotlight Vulnerability Data.

This Technical Add-on does not replace the public Splunk Add-on for CrowdStrike Falcon Event Streams (https://splunkbase.splunk.com/app/5082/) or CrowdStrike Falcon Spotlight Vulnerability Data (https://splunkbase.splunk.com/app/6167) but works as an additonal extension to be deployed on Search Heads (only).

Currently this add-on provides additional extraction and CIM compliance for sourcetypes ""crowdstrike:spotlight:vulnerability:json"" and ""CrowdStrike:Event:Streams:JSON"" including the following log subtypes:  

- ActivityAuditEvent
- IdentityProtectionEvent
- CustomerIOCEvent
- IdpDetectionSummaryEvent
- IncidentSummaryEvent
- ScheduledReportNotificationEvent
- RemoteResponseSessionStartEvent
- RemoteResponseSessionEndEvent


Fully compatible with Splunk Enterprise and Splunk Cloud, built by an Ops team for Ops teams.

Features:
- This TA currently supports logtypes tagged under the following CIM datamodels: Authentication, Change, Alerts, Data Acess, Vulnerabilities, Intrusion Detection (IDS), and Malware.","Exploit vulnerability","CCX CrowdStrike Products Extensions (Falcon Event Streams and Spotlight)",,,,,,,
"Namrata Patel","dev_ops security_compliance","https://splunkbase.splunk.com/app/6401/","2022-11-15","FireMon App Add-on for Splunk provides details of HealthCheck, Control Status, NSG Count and UnUsedNSG count details using REST API data and the App provides visualizations on these data.","Command and control","FireMon Control Status App",,"$dev_ops$;$security_compliance$",,,,,
"Menlo Security","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6416/","2023-01-18","HEAT attacks are a class of cyber threats targeting web browsers as the attack vector and employs techniques to evade detection by multiple layers in current security stacks including firewalls, Secure Web Gateways, sandbox analysis, URL Reputation, and phishing detection. HEAT attacks are used to deliver malware or to compromise credentials, which in many cases leads to ransomware attacks
The Menlo Security HEAT Analyzer Splunk App analyzes log data to identify HEAT attacks that evade URL reputation tools.  These attacks are called Legacy URL Reputation Evasion (LURE) attacks.","Phishing Valid credentials","Menlo Security HEAT Analyzer",,"$it_operations_management$;$security_compliance$",,,,"$Phishing$;$Valid credentials$",
"Daniel Astillero","security_compliance","https://splunkbase.splunk.com/app/6419/","2022-11-15","This TA allows Splunk administrators to ingest or onboard data from Mimecast Awareness Training API, specifically the ""Get Campaigns"" and ""Get User Data"" endpoints.

To configure an input after installing this app, go to Settings > Data Inputs > Mimecast Awareness Training - Campaigns
You will need to supply the the following:
- Grid or Tenant API URL
- Access Key
- Secret Key
- App Id
- App Key

Once the abovementioned credentials have been entered, click on More Settings and select your index and interval. Since this API endpoint returns data that do not change a lot, it is recommended to set a wide interval, such as ""every 12 hours"".

NOTE: Do not change the sourcetype as there's a renaming that happens in the background / parsing phase.

The author of this add-on is not employed by Mimecast. This was built out of necessity. The main Splunk TA built by Mimecast is found here: https://splunkbase.splunk.com/app/4075/

For more details about the API, visit https://integrations.mimecast.com/documentation/endpoint-reference/awareness-training/

Help me upgrade this app: https://github.com/morethanyell/mimecast-apis-splunk-ta","Valid credentials","Mimecast Awareness Training - Campaigns",,,,,,,
Cybereason,"it_operations_management security_compliance","https://splunkbase.splunk.com/app/6427/","2023-04-27","The Cybereason Add On for Splunk enables you to fetch the data from Cybereason AI Hunting Engine and EPP Malop Hunting. The Cybereason AI Hunting Engine automatically asks a complex set of questions of data collected from all of your endpoints at a rate of 8 million calculations per second, 24 hours a day, 7 days a week. This means the solution is continuously hunting on your behalf by asking the same sorts of questions advanced security analysts would ask as they hunt for threats inside an environment. The difference, however, is that the Cybereason malicious activity models run constantly, and continually adapt and evolve according to the data the solution receives and analyzes.

The data retrieved by the Add On can be consumed by another Splunk app ""Cybereason for Splunk""(https://splunkbase.splunk.com/app/4137). The Cybereason for Splunk app enables you to gain deep insight & visibility into your endpoints, detect advanced attacks based on AI hunting and EPP Malop Hunting, and take response actions within Splunk.

Please note:
For Cybereason 21.1 environment, ""Responder L1"" role needed for fetching Malops.
For Cybereason 21.1 environment, Admin role needed for fetching User Action Logs.","Malicious document","Cybereason Addon For Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Horizon3 NodeZero","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6451/","2022-11-15","NodeZero™ provides continuous autonomous penetration testing as a true SaaS offering. With NodeZero, cybersecurity teams proactively find and fix internal and external attack vectors before attackers can exploit them.

This Add-on allows NodeZero users to ingest pentest results directly into Splunk, merging insights gained from the attacker's perspective with existing data and workflows in Splunk.","Exploit vulnerability","NodeZero Add-on for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"NTT DATA","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6453/","2022-12-06","Splunk | defenderisolate command by NTT DATA
This app contains ""defenderisolate"" search command, which calls Microsoft Defender REST API to isolate selected device id.","Command and control","ZenBOT-Garibaldi-Defender-Basic",,"$it_operations_management$;$security_compliance$",,,,,
"Horizon3 NodeZero","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6461/","2022-11-15","NodeZero provides continuous autonomous penetration testing as a true SaaS offering. With NodeZero, cybersecurity teams proactively find and fix internal and external attack vectors before attackers can exploit them.

The NodeZero App for Splunk allows users to ingest pentest results directly into Splunk, merging insights gained from the attacker's perspective with existing data and workflows.

New to NodeZero? Find out more at: https://horizon3.ai","Exploit vulnerability","NodeZero App for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Thomas Hillesøy","security_compliance vulnerability_scanner","https://splunkbase.splunk.com/app/6470/","2022-11-15","Vulnerabilities are flaws in a computer system that weakens the overall security of the device or system. 
And in both small and large organizations it can be quite daunting to keep all devices patched against all vulnerabilities at all times. 

This is also troublesome for managers, who need to give compliance reports regarding their systems. 
By utilizing MS Defender Vulnerability framework it is much easier to give a clear answer regarding how well patched your devices are. 

Import the Defender data to Splunk and give your organization a boost in both threat insights and security analytics. 
The app comes packaged with one example dashboard to give you an idea of how to use the data.
It also CIM normalizes the data into the Vulnerability data model, and holds reports that generates ES ready asset lookups for you.

Check out the README for more details.","Exploit vulnerability","Microsoft 365 Defender Threat Vulnerability Add-on for Splunk",,"$security_compliance$;$vulnerability_scanner$",,,,,
"Mike Champ","security_compliance utilities","https://splunkbase.splunk.com/app/6474/","2022-11-15","HYAS Protect is a generational leap forward utilizing authoritative knowledge of attacker infrastructure including unrivaled domain-based intelligence to proactively protect enterprises from cyberattacks. HYAS
Protect is deployed as a cloud-based DNS security solution or through API integration with existing solutions. HYAS Protect combines infrastructure expertise and multi-variant communication pattern analysis to
deliver reputational verdicts for any domain and infrastructure, allowing enterprises to preempt attacks while proactively assessing risk in real-time. HYAS Protect can enforce security, block command and control (C2) communication used by malware, ransomware, and botnets, block phishing attacks, and deliver a high-fidelity threat signal that enhances an enterprise’s existing security and IT governance stack.

HYAS Protect for Splunk allows a Splunk® Enterprise administrator to run protect queries from an included dashboard, as well as through search commands.",Phishing,"HYAS Protect for Splunk",,"$security_compliance$;$utilities$",,,,,
"Vade Secure","security_compliance","https://splunkbase.splunk.com/app/6490/","2022-06-23","The Vade for M365 Add-On for Splunk allows Vade partners and customers to integrate Vade for M365 email logs with Splunk without the need for custom software development. The logs are normalized using the Splunk Common Information Model (CIM) for email which allow users to leverage pre-existing Splunk capabilities (e.g., dashboards, reports) compatible with the Email data model.",Email,"Vade for M365 Add-On for Splunk",,,,,,,
"Michael from NEXTPART Security Intelligence","investigative security_compliance","https://splunkbase.splunk.com/app/6534/","2022-11-15","This extension for Splunk® allows you to retrieve data from the public API of the Bitwarden password manager and integrate this data into your log management. With the setting of the inputs the data of the different endpoints are fetched and indexed.

Disclaimer: This is not an official app of Bitwarden itself but the development of third parties!","Password guessing","Bitwarden - Technical Add-on (3rd party)",,"$investigative$;$security_compliance$",,,,,
"Fulcrum Technology Solutions","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6538/","2023-02-23","The DNSTwist Add-on for Splunk provides the | dnstwist search command to generate a large list of permutations based on a list of provided domain names.  This command was removed from ESCU v.3.40.0 and is referenced in the Brand Monitoring Analytical Story (https://research.splunk.com/stories/brand_monitoring/).

Based on: https://gist.github.com/d1vious/c4c2aae7fa7d5cbb1f24adc5f6303ac1?permalink_comment_id=4248356","Command and control","DNStwist Add-on for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Avotrix Inc","security_compliance utilities","https://splunkbase.splunk.com/app/6546/","2023-04-26","This third-party Add-on provides valuable insight into the Bitwarden account of your organization such as user's activity, password changes, passwords share, etc.

Bitwarden Add-on leverages data from Bitwarden to Splunk via API Call. It uses multiple API to fetch data from Bitwarden like a list of event logs, members, groups, and policies.

Get the Activation key by visiting https://avotrix.com/splunkapp.php","Password guessing","Bitwarden Add-on for Splunk",,"$security_compliance$;$utilities$",,,,,
"Splunk Works","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6551/","2022-11-25","Description:

The UiPath Robotic Process Monitoring (RPM) for Splunk is an application for monitoring UiPath RPA deployments.  The App provides a quick setup, and out of the box visibility into your RPA reliability, performance, and security.  You can also calculate ROI metrics for time saved and dollars saved for any Process Automation.  The App also includes a full bi-directional integration with the UiPath API through Splunk Alert Actions.  This gives full data loop feedback directly in real-time to restart Robots, restart stalled jobs, or event kick off other Automations in UiPath. 
 
Setup:

See the Details tab for dependencies and setup instructions.  Configuring data collection is only a two step process: 

1. UiPath Webhooks pushing events to Splunk HEC for Job, Queue, Robot, Process events
2. Splunk Universal Forwarder running on UiPath Orchestrator for collecting UiPath Execution logs

Privacy:

RPA technologies automate business process that touch many systems and API's.  RPA configurations may include in their execution logs process names, systems accessed, credentials used, etc.  Splunk has many configurations that can mask or obfuscate data fields in flight, at rest, or in search.  Please reference this documentation if you have these concerns. https://docs.splunk.com/Documentation/SplunkCloud/latest/Data/Anonymizedata

UiPath Logo Usage Disclaimer - Image use in the Splunk app have been approved by brand marketing at UiPath.","Valid credentials","UiPath Robotic Process Monitoring (RPM) for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Bitwarden Inc","it_operations_management security_compliance","https://splunkbase.splunk.com/app/6592/","2023-04-26","This app provides insight into activity of your Bitwarden organization such as user's activity (logged in, changed password, 2fa, etc.), cipher activity (created, updated, deleted, shared, etc.), collection activity, organization activity, and more.","Password guessing","Bitwarden Event Logs - Linux x64",,"$it_operations_management$;$security_compliance$",,,,,
"Yury Sergeev","security_compliance threat_intel","https://splunkbase.splunk.com/app/6616/","2022-11-15","This app provides integration of Splunk with RST Threat Feed. It is shipped with health reports and dashboards and also includes sample detection rules. This threat intelligence feed covers multiple categories of indicators including Phishing, Web Attacks, C2 Servers, Botnet, Malware, TOR nodes, Scanning Hosts, Bad Bots, DDoS, Cryptomining, Spamming Hosts, Fraud and other types.

It includes the following types of indicators: IP, Domain, URL, md5, sha1, sha256

Each indicator has an individual score calculated based on its actuality and risk: what type of the indicators it is, who is the reporter of the indicators, how many others are already aware of that indicator, was that indicator exposed previously and many other contributing factors.

A trial key can be obtained from https://rstcloud.com/trial?utm_source=rstcloud_threatfeed_splunk&utm_medium=splunkbase","Internet-exposed service Phishing","RST Threat Feed App for Splunk",,"$security_compliance$;$threat_intel$",,,,"$Internet-exposed service$;$Phishing$",
