Matrix,TacticId,Tactic,"Tactic_Order",TechniqueId,Technique,"Technique_Order","Sub_TechniqueId","Sub_Technique","Sub_Technique_Order",TechniqueIdCombined,"Threat_Groups",Platforms,"Data_Sources",Software,Version
"Enterprise ATT&CK",TA0007,Discovery,9,T1614,"System Location Discovery",28,"-","-",,T1614,"-","Windows|Linux|macOS|IaaS","Instance: Instance Metadata|Process: Process Creation|Command: Command Execution|Process: OS API Execution","Ragnar Locker|GrimAgent|Crimson",22729202
"Enterprise ATT&CK",TA0007,Discovery,9,T1614,"System Location Discovery",28,"T1614.001","System Language Discovery",1,"T1614.001","-","Windows|Linux|macOS","Windows Registry: Windows Registry Key Access|Process: Process Creation|Process: OS API Execution|Command: Command Execution","Cuba|Clop|SynAck|Zeus Panda|Ryuk|Maze|REvil|Bazar|Spark|SharpStage|DropBook|Avaddon|XCSSET|MarkiRAT|GrimAgent|DEATHRANSOM",22729202
"Enterprise ATT&CK",TA0007,Discovery,9,T1615,"Group Policy Discovery",29,"-","-",,T1615,Turla,Windows,"Network Traffic: Network Traffic Content|Active Directory: Active Directory Object Access|Script: Script Execution|Command: Command Execution|Process: Process Creation","Emissary|Empire|BloodHound",22729202
"Enterprise ATT&CK",TA0007,Discovery,9,T1619,"Cloud Storage Object Discovery",30,"-","-",,T1619,"-",IaaS,"Cloud Storage: Cloud Storage Enumeration|Cloud Storage: Cloud Storage Access","-",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1021,"Remote Services",2,"-","-",,T1021,"-","Linux|macOS|Windows","Process: Process Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Logon Session: Logon Session Creation|Command: Command Execution|Network Share: Network Share Access|Module: Module Load","Kivars|Stuxnet",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1021,"Remote Services",2,"T1021.001","Remote Desktop Protocol",1,"T1021.001","Cobalt Group|APT3|APT1|FIN6|Lazarus Group|OilRig|FIN8|menuPass|Dragonfly 2.0|FIN10|Patchwork|Axiom|Stolen Pencil|APT39|Leviathan|TEMP.Veles|APT41|Silence|Wizard Spider|Blue Mockingbird|Chimera|Fox Kitten|FIN7|Kimsuky",Windows,"Process: Process Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Logon Session: Logon Session Creation","QuasarRAT|Koadic|Pupy|zwShell|DarkComet|Carbanak|jRAT|Revenge RAT|ServHelper|njRAT|ZxShell|Imminent Monitor|SDBbot|Cobalt Strike|Pysa",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1021,"Remote Services",2,"T1021.002","SMB/Windows Admin Shares",2,"T1021.002","Deep Panda|Ke3chang|Orangeworm|Lazarus Group|FIN8|Turla|Threat Group-1314|APT3|APT32|APT39|Blue Mockingbird|Chimera|Wizard Spider|Operation Wocao|APT41|Fox Kitten|APT28|Sandworm Team",Windows,"Command: Command Execution|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Logon Session: Logon Session Creation|Network Share: Network Share Access","BlackEnergy|PsExec|Net|Duqu|Shamoon|Regin|zwShell|Kwampirs|Net Crawler|Olympic Destroyer|NotPetya|Emotet|Anchor|Cobalt Strike|Lucifer|Stuxnet|Conti|Conficker|Ryuk",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1021,"Remote Services",2,"T1021.003","Distributed Component Object Model",3,"T1021.003","-",Windows,"Module: Module Load|Process: Process Creation|Network Traffic: Network Connection Creation","Empire|Cobalt Strike",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1021,"Remote Services",2,"T1021.004",SSH,4,"T1021.004","GCMAN|OilRig|menuPass|APT39|Leviathan|TEMP.Veles|Rocke|Fox Kitten|FIN7|TeamTNT","Linux|macOS","Process: Process Creation|Network Traffic: Network Connection Creation|Logon Session: Logon Session Creation","Empire|Cobalt Strike|Kinsing",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1021,"Remote Services",2,"T1021.005",VNC,5,"T1021.005","GCMAN|Fox Kitten|FIN7","Linux|macOS|Windows","Process: Process Creation|Network Traffic: Network Connection Creation|Logon Session: Logon Session Creation","Proton|ZxShell|Carberp|TrickBot",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1021,"Remote Services",2,"T1021.006","Windows Remote Management",6,"T1021.006","Threat Group-3390|Wizard Spider|Chimera|UNC2452|APT29",Windows,"Service: Service Metadata|Process: Process Creation|Network Traffic: Network Connection Creation|Logon Session: Logon Session Creation|Command: Command Execution","Cobalt Strike",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1072,"Software Deployment Tools",3,"-","-",,T1072,"APT32|Threat Group-1314|Silence","Linux|macOS|Windows","Application Log: Application Log Content|Process: Process Creation",Wiper,22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1080,"Taint Shared Content",4,"-","-",,T1080,"Darkhotel|BRONZE BUTLER|Gamaredon Group","Windows|Office 365|SaaS|Linux|macOS","Process: Process Creation|File: File Creation|File: File Modification|Network Share: Network Share Access","Miner-C|H1N1|Ursnif|Ramsay|InvisiMole|Stuxnet|Conti",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1091,"Replication Through Removable Media",5,"-","-",,T1091,"APT28|Darkhotel|Tropic Trooper|Mustang Panda",Windows,"Process: Process Creation|File: File Access|File: File Creation|Drive: Drive Creation","CHOPSTICK|USBStealer|H1N1|Unknown Logger|DustySky|Agent.btz|SHIPSHAPE|Flame|njRAT|Ursnif|USBferry|Ramsay|Stuxnet|Conficker|Crimson|QakBot",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1210,"Exploitation of Remote Services",6,"-","-",,T1210,"APT28|Threat Group-3390|Wizard Spider|menuPass|Fox Kitten|FIN7|Tonto Team","Linux|Windows|macOS","Application Log: Application Log Content|Network Traffic: Network Traffic Content","Flame|Empire|WannaCry|NotPetya|Emotet|PoshC2|InvisiMole|Lucifer|Stuxnet|Bad Rabbit|Conficker|TrickBot|QakBot",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1534,"Internal Spearphishing",7,"-","-",,T1534,"Gamaredon Group|Leviathan","Windows|macOS|Linux|Office 365|SaaS|Google Workspace","Application Log: Application Log Content|Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content","-",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1550,"Use Alternate Authentication Material",8,"-","-",,T1550,"UNC2452|APT29","Windows|Office 365|SaaS|Google Workspace|IaaS","Logon Session: Logon Session Creation|Web Credential: Web Credential Usage|Application Log: Application Log Content|User Account: User Account Authentication|Active Directory: Active Directory Credential Request","-",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1550,"Use Alternate Authentication Material",8,"T1550.001","Application Access Token",1,"T1550.001",APT28,"Office 365|SaaS|Google Workspace","Web Credential: Web Credential Usage|Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1550,"Use Alternate Authentication Material",8,"T1550.002","Pass the Hash",2,"T1550.002","APT32|APT28|APT1|Night Dragon|GALLIUM|Kimsuky|Chimera",Windows,"User Account: User Account Authentication|Logon Session: Logon Session Creation|Active Directory: Active Directory Credential Request","Pass-The-Hash Toolkit|Mimikatz|Empire|HOPLIGHT|PoshC2|CrackMapExec|Cobalt Strike",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1550,"Use Alternate Authentication Material",8,"T1550.003","Pass the Ticket",3,"T1550.003","APT29|BRONZE BUTLER|APT32",Windows,"User Account: User Account Authentication|Logon Session: Logon Session Creation|Active Directory: Active Directory Credential Request","SeaDuke|Mimikatz|Pupy",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1550,"Use Alternate Authentication Material",8,"T1550.004","Web Session Cookie",4,"T1550.004","UNC2452|APT29","Office 365|SaaS|Google Workspace|IaaS","Web Credential: Web Credential Usage|Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1563,"Remote Service Session Hijacking",9,"-","-",,T1563,"-","Linux|macOS|Windows","Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content|Logon Session: Logon Session Creation|Command: Command Execution|Process: Process Creation","-",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1563,"Remote Service Session Hijacking",9,"T1563.001","SSH Hijacking",1,"T1563.001","-","Linux|macOS","Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content|Logon Session: Logon Session Creation|Command: Command Execution|Process: Process Creation","-",22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1563,"Remote Service Session Hijacking",9,"T1563.002","RDP Hijacking",2,"T1563.002","-",Windows,"Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content|Logon Session: Logon Session Creation|Command: Command Execution|Process: Process Creation",WannaCry,22729202
"Enterprise ATT&CK",TA0008,"Lateral Movement",10,T1570,"Lateral Tool Transfer",10,"-","-",,T1570,"FIN10|Turla|Wizard Spider|APT32|Operation Wocao|GALLIUM|Chimera|Sandworm Team","Linux|macOS|Windows","Network Share: Network Share Access|Named Pipe: Named Pipe Metadata|Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content|Command: Command Execution|Process: Process Creation|File: File Creation|File: File Metadata","DustySky|cmd|Expand|Olympic Destroyer|WannaCry|LockerGoga|BITSAdmin|esentutl|Shamoon|PsExec|Netwalker|Lucifer|Stuxnet",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1005,"Data from Local System",2,"-","-",,T1005,"Ke3chang|Stealth Falcon|APT37|APT3|APT1|Dragonfly 2.0|Dust Storm|Lazarus Group|Dark Caracal|BRONZE BUTLER|APT28|Threat Group-3390|Patchwork|Honeybee|menuPass|Turla|GALLIUM|Kimsuky|Inception|Frankenstein|APT39|Gamaredon Group|FIN6|Operation Wocao|Sandworm Team|Fox Kitten|UNC2452|Windigo|APT29|Andariel|APT38|APT41|FIN7","Linux|macOS|Windows","Script: Script Execution|File: File Access|Command: Command Execution","Bankshot|RawPOS|PUNCHTRACK|Calisto|MobileOrder|Proxysvc|BADNEWS|Linfo|Koadic|GravityRAT|PinchDuke|yty|FLASHFLOOD|CosmicDuke|Hydraq|PowerSploit|PoisonIvy|Kazuar|Pasam|TrickBot|BadPatch|Rover|Forfiles|POWERSTATS|China Chopper|njRAT|Ursnif|Ixeshe|LightNeuron|Machete|ShimRat|USBferry|ROKRAT|Ramsay|SDBbot|TajMahal|Goopy|MCMD|InvisiMole|Cryptoistic|Drovorub|FrameworkPOS|Pillowmint|FatDuke|WellMess|WellMail|CookieMiner|Cobalt Strike|KGH_SPY|BLINDINGCAN|Bazar|SLOTHFULMEDIA|OSX_OCEANLOTUS.D|Crutch|SUNBURST|BlackMould|Dtrack|Out1|P.A.S. Webshell|Caterpillar WebShell|AppleSeed|SideTwist|RainyDay|Nebulae|esentutl|Wevtutil|MarkiRAT|QakBot|BADFLICK|XCSSET|BoxCaon|xCaon|Bandook|EnvyScout|Octopus|GrimAgent|Taidoor|SombRAT|SpicyOmelette",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1025,"Data from Removable Media",3,"-","-",,T1025,"APT28|Gamaredon Group|Turla","Linux|macOS|Windows","File: File Access|Command: Command Execution","USBStealer|GravityRAT|CosmicDuke|FLASHFLOOD|Prikormka|Rover|Remsec|BADNEWS|Crimson|Machete|Aria-body|TajMahal|Ramsay|InvisiMole|Crutch|Explosive|AppleSeed|ObliqueRAT",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1039,"Data from Network Shared Drive",4,"-","-",,T1039,"menuPass|Sowbug|BRONZE BUTLER|Gamaredon Group|Fox Kitten|Chimera|APT28","Linux|macOS|Windows","File: File Access|Network Share: Network Share Access|Command: Command Execution","BADNEWS|CosmicDuke|Ramsay|Egregor",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1056,"Input Capture",5,"-","-",,T1056,APT39,"Linux|macOS|Windows|Network","Windows Registry: Windows Registry Key Modification|Driver: Driver Load|Process: OS API Execution|Process: Process Creation|File: File Modification|Process: Process Metadata","Chaes|Kobalos",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1056,"Input Capture",5,"T1056.001",Keylogging,1,"T1056.001","APT3|Lazarus Group|APT38|Sowbug|OilRig|Darkhotel|Group5|PLATINUM|Threat Group-3390|FIN4|Magic Hound|APT28|Ke3chang|Stolen Pencil|menuPass|Kimsuky|APT41|APT39|Sandworm Team|APT32|Operation Wocao|Ajax Security Team|Tonto Team","Windows|macOS|Linux|Network","Windows Registry: Windows Registry Key Modification|Driver: Driver Load|Process: OS API Execution","ADVSTORESHELL|DustySky|EvilGrab|Prikormka|Pupy|MacSpy|Sykipot|PlugX|Remcos|DarkComet|BadPatch|Regin|QuasarRAT|Carbanak|NanoCore|Rover|MoonWind|PowerSploit|Matryoshka|Remsec|Duqu|Proton|NETWIRE|Derusbi|gh0st RAT|RTM|NetTraveler|Unknown Logger|BADNEWS|yty|RunningRAT|KONNI|SslMM|JPIN|Agent Tesla|XAgentOSX|CHOPSTICK|GreyEnergy|PoisonIvy|OwaAuth|Cobian RAT|HTTPBrowser|NavRAT|Catchamas|DOGCALL|Zeus Panda|CosmicDuke|jRAT|Helminth|ROKRAT|Bandook|Micropsia|Cardinal RAT|Daserf|BISCUIT|BlackEnergy|FakeM|Kasidet|TinyZBot|VERMIN|Empire|Astaroth|Remexi|PoshC2|Revenge RAT|njRAT|KeyBoy|Machete|Fysbis|ZxShell|BabyShark|PoetRAT|Imminent Monitor|Kivars|Attor|Okrum|Lokibot|Cadelspy|TajMahal|InvisiMole|Metamorfo|Trojan.Karagany|Cobalt Strike|KGH_SPY|Grandoreiro|SLOTHFULMEDIA|Dtrack|Explosive|ECCENTRICBANDWAGON|ThiefQuest|AppleSeed|Cuba|Crimson|Peppy|SMOKEDHAM|QakBot|MarkiRAT",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1056,"Input Capture",5,"T1056.002","GUI Input Capture",2,"T1056.002",FIN4,"macOS|Windows|Linux","Script: Script Execution|Command: Command Execution|Process: Process Creation","Keydnap|Dok|Proton|iKitten|Calisto|Bundlore|Metamorfo|XCSSET",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1056,"Input Capture",5,"T1056.003","Web Portal Capture",3,"T1056.003","-","Linux|macOS|Windows","File: File Modification","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1056,"Input Capture",5,"T1056.004","Credential API Hooking",4,"T1056.004",PLATINUM,Windows,"Process: OS API Execution|Process: Process Metadata","FinFisher|NOKKI|Zebrocy|Zeus Panda|Empire|TrickBot|Ursnif|ZxShell|RDFSNIFFER|Carberp",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1074,"Data Staged",6,"-","-",,T1074,"Wizard Spider","Windows|IaaS|Linux|macOS","File: File Access|File: File Creation|Command: Command Execution",Kobalos,22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1074,"Data Staged",6,"T1074.001","Local Data Staging",1,"T1074.001","APT3|Lazarus Group|Leviathan|Honeybee|APT28|FIN5|Patchwork|menuPass|Threat Group-3390|Dragonfly 2.0|TEMP.Veles|GALLIUM|Operation Wocao|APT39|Kimsuky|Chimera|Sidewinder|Mustang Panda|BackdoorDiplomacy|Indrik Spider","Linux|macOS|Windows","File: File Access|File: File Creation|Command: Command Execution","Catchamas|FLASHFLOOD|SPACESHIP|Elise|Helminth|PUNCHTRACK|OopsIE|Calisto|ADVSTORESHELL|USBStealer|Prikormka|BADNEWS|Duqu|Rover|MoonWind|PoisonIvy|Pteranodon|NavRAT|RawPOS|Trojan.Karagany|BadPatch|NOKKI|Carbon|InvisiMole|Kazuar|Gold Dragon|Zebrocy|Astaroth|Ursnif|PUNCHBUGGY|LightNeuron|Exaramel for Windows|Machete|Attor|MESSAGETAP|DustySky|Ramsay|Dyre|FrameworkPOS|KGH_SPY|Crutch|NETWIRE|Dtrack|ECCENTRICBANDWAGON|SombRAT|RainyDay|ObliqueRAT|Turian|MarkiRAT|BoxCaon|AppleSeed|QakBot|Octopus",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1074,"Data Staged",6,"T1074.002","Remote Data Staging",2,"T1074.002","FIN8|Night Dragon|FIN6|menuPass|Threat Group-3390|UNC2452|Chimera|APT29|APT28|Leviathan","Windows|IaaS|Linux|macOS","File: File Access|File: File Creation|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1113,"Screen Capture",7,"-","-",,T1113,"OilRig|APT28|Group5|BRONZE BUTLER|MuddyWater|Dragonfly 2.0|Dark Caracal|FIN7|Magic Hound|Silence|APT39|Gamaredon Group|GOLD SOUTHFIELD","Linux|macOS|Windows","Process: OS API Execution|Command: Command Execution","DOGCALL|Derusbi|BlackEnergy|Bandook|TURNEDUP|Rover|ROKRAT|CosmicDuke|Matryoshka|TinyZBot|UPPERCUT|Cannon|ZLib|XAgentOSX|Daserf|FinFisher|KEYMARBLE|Kasidet|POWERSTATS|Pteranodon|BADNEWS|Kazuar|FruitFly|JHUHUGIT|HALFBAKED|SHUTTERSPEED|POWRUNER|T9000|Crimson|RTM|RedLeaves|RogueRobin|gh0st RAT|CrossRAT|CHOPSTICK|Carbanak|PlugX|Cobian RAT|InvisiMole|Zeus Panda|Micropsia|Socksbot|Janicab|yty|Octopus|VERMIN|KONNI|Agent Tesla|jRAT|POORAIM|Remcos|BadPatch|Prikormka|Hydraq|Flame|EvilGrab|MacSpy|NETWIRE|Catchamas|PowerSploit|BISCUIT|Cardinal RAT|Azorult|Zebrocy|Pupy|Proton|Trojan.Karagany|Empire|Remexi|Revenge RAT|StoneDrill|njRAT|Ursnif|KeyBoy|HyperBro|Machete|ZxShell|GRIFFON|PoetRAT|HotCroissant|Kivars|Attor|DustySky|Cadelspy|Aria-body|TajMahal|Valak|Carberp|Metamorfo|RDAT|Cobalt Strike|SLOTHFULMEDIA|SharpStage|LookBack|ConnectWise|RemoteUtilities|ECCENTRICBANDWAGON|Ramsay|AppleSeed|RainyDay|Chaes|Peppy|ObliqueRAT|Sliver|Turian|SMOKEDHAM|MarkiRAT|BLUELIGHT|XCSSET",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1114,"Email Collection",8,"-","-",,T1114,"Silent Librarian|Magic Hound","Windows|Office 365|Google Workspace|macOS|Linux","File: File Access|Network Traffic: Network Connection Creation|Logon Session: Logon Session Creation|Command: Command Execution|Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1114,"Email Collection",8,"T1114.001","Local Email Collection",1,"T1114.001","Magic Hound|APT1|Chimera",Windows,"File: File Access|Command: Command Execution","CosmicDuke|Carbanak|Pupy|Smoke Loader|Crimson|Empire|Emotet|KGH_SPY|Out1|QakBot",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1114,"Email Collection",8,"T1114.002","Remote Email Collection",2,"T1114.002","APT28|Dragonfly 2.0|Ke3chang|Leafminer|FIN4|APT1|UNC2452|Chimera|HAFNIUM|APT29","Office 365|Windows|Google Workspace","Network Traffic: Network Connection Creation|Logon Session: Logon Session Creation|Command: Command Execution","SeaDuke|LightNeuron|MailSniper|Valak",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1114,"Email Collection",8,"T1114.003","Email Forwarding Rule",3,"T1114.003","Kimsuky|Silent Librarian","Office 365|Windows|Google Workspace|macOS|Linux","Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1115,"Clipboard Data",9,"-","-",,T1115,"APT38|APT39|Operation Wocao","Linux|Windows|macOS","Process: OS API Execution|Command: Command Execution","Catchamas|JHUHUGIT|RTM|Agent Tesla|Koadic|MacSpy|Helminth|RunningRAT|CosmicDuke|Zeus Panda|TinyZBot|Remcos|VERMIN|DarkComet|KONNI|Empire|Astaroth|Remexi|jRAT|Machete|Attor|Cadelspy|TajMahal|Metamorfo|Melcoz|Grandoreiro|Explosive|MarkiRAT",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1119,"Automated Collection",10,"-","-",,T1119,"OilRig|FIN6|APT28|Patchwork|Threat Group-3390|APT1|FIN5|Frankenstein|Tropic Trooper|Gamaredon Group|Operation Wocao|menuPass|Chimera|Sidewinder|Mustang Panda","Linux|macOS|Windows","File: File Access|Command: Command Execution|Script: Script Execution","InvisiMole|Micropsia|VERMIN|Comnie|Bankshot|Proxysvc|Rover|USBStealer|BADNEWS|Helminth|RTM|T9000|Zebrocy|PoshC2|LightNeuron|PoetRAT|Attor|MESSAGETAP|ShimRatReporter|Ramsay|TajMahal|WindTail|StrongPity|Valak|Metamorfo|Crutch|NETWIRE|GoldFinder",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1123,"Audio Capture",11,"-","-",,T1123,APT37,"Linux|macOS|Windows","Process: OS API Execution|Command: Command Execution","Derusbi|EvilGrab|T9000|MacSpy|NanoCore|Pupy|VERMIN|Remcos|Flame|Micropsia|Janicab|Cobian RAT|InvisiMole|DOGCALL|DarkComet|PowerSploit|Bandook|jRAT|Revenge RAT|ROKRAT|Machete|Imminent Monitor|Attor|Cadelspy|TajMahal|Crimson",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1125,"Video Capture",12,"-","-",,T1125,"FIN7|Silence","Windows|macOS","Process: OS API Execution|Command: Command Execution","Derusbi|jRAT|EvilGrab|InvisiMole|Kazuar|Remcos|T9000|DarkComet|Pupy|NanoCore|Bandook|Cobian RAT|QuasarRAT|Agent Tesla|Empire|Revenge RAT|njRAT|Machete|ZxShell|PoetRAT|Imminent Monitor|SDBbot|TajMahal|ConnectWise|Crimson|ObliqueRAT",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1185,"Browser Session Hijacking",13,"-","-",,T1185,"-",Windows,"Process: Process Modification|Process: Process Access|Logon Session: Logon Session Creation","TrickBot|Dridex|Ursnif|Agent Tesla|IcedID|Carberp|Cobalt Strike|Melcoz|Grandoreiro|QakBot|Chaes",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1213,"Data from Information Repositories",14,"-","-",,T1213,"Turla|FIN6|Fox Kitten|APT28","Linux|Windows|macOS|SaaS|Office 365|Google Workspace|IaaS","Logon Session: Logon Session Creation|Application Log: Application Log Content","P.A.S. Webshell",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1213,"Data from Information Repositories",14,"T1213.001",Confluence,1,"T1213.001","-",SaaS,"Logon Session: Logon Session Creation|Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1213,"Data from Information Repositories",14,"T1213.002",Sharepoint,2,"T1213.002","APT28|Ke3chang|Chimera","Windows|Office 365","Logon Session: Logon Session Creation|Application Log: Application Log Content",spwebmember,22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1213,"Data from Information Repositories",14,"T1213.003","Code Repositories",3,"T1213.003",APT29,SaaS,"Logon Session: Logon Session Creation|Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1530,"Data from Cloud Storage Object",15,"-","-",,T1530,"Fox Kitten",IaaS,"Cloud Storage: Cloud Storage Access","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1557,"Adversary-in-the-Middle",16,"-","-",,T1557,Kimsuky,"Windows|macOS|Linux","Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Service: Service Creation|Windows Registry: Windows Registry Key Modification",Dok,22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1557,"Adversary-in-the-Middle",16,"T1557.001","LLMNR/NBT-NS Poisoning and SMB Relay",1,"T1557.001","Wizard Spider",Windows,"Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Service: Service Creation|Windows Registry: Windows Registry Key Modification","Pupy|Responder|Impacket|Empire|PoshC2",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1557,"Adversary-in-the-Middle",16,"T1557.002","ARP Cache Poisoning",2,"T1557.002",Cleaver,"Linux|Windows|macOS","Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1560,"Archive Collected Data",17,"-","-",,T1560,"Patchwork|Honeybee|FIN6|Lazarus Group|APT28|Ke3chang|Dragonfly 2.0|APT32|menuPass|Leviathan","Linux|macOS|Windows","Process: Process Creation|Command: Command Execution|File: File Creation|Script: Script Execution","RunningRAT|Daserf|Prikormka|VERMIN|Zebrocy|Proton|ADVSTORESHELL|Lurid|Backdoor.Oldrea|Agent Tesla|Epic|Gold Dragon|FELIXROOT|Empire|Emotet|Remexi|LightNeuron|Exaramel for Windows|Machete|ShimRatReporter|Cadelspy|Aria-body|Kessel|Pillowmint|WellMail|BloodHound|NETWIRE|Dtrack|TAINTEDSCRIBE|BLUELIGHT|XCSSET",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1560,"Archive Collected Data",17,"T1560.001","Archive via Utility",1,"T1560.001","BRONZE BUTLER|Ke3chang|CopyKittens|APT1|FIN8|Sowbug|Magic Hound|APT3|MuddyWater|menuPass|APT39|APT33|Gallmaker|Turla|GALLIUM|APT41|Chimera|Operation Wocao|Fox Kitten|UNC2452|HAFNIUM|Mustang Panda|APT29|APT28","Linux|macOS|Windows","Process: Process Creation|Command: Command Execution|File: File Creation","Pupy|OopsIE|CORALDECK|Calisto|Daserf|Micropsia|iKitten|InvisiMole|PoshC2|PUNCHBUGGY|PoetRAT|Okrum|PowerShower|DustySky|Ramsay|WindTail|Crutch|AppleSeed|Turian|Octopus",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1560,"Archive Collected Data",17,"T1560.002","Archive via Library",2,"T1560.002","Threat Group-3390|Lazarus Group","Linux|macOS|Windows","File: File Creation|Script: Script Execution","SeaDuke|Epic|ZLib|Cardinal RAT|Denis|BBSRAT|TajMahal|InvisiMole|BADFLICK",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1560,"Archive Collected Data",17,"T1560.003","Archive via Custom Method",3,"T1560.003","FIN6|CopyKittens|Kimsuky|Lazarus Group|Mustang Panda","Linux|macOS|Windows","File: File Creation|Script: Script Execution","InvisiMole|Duqu|OwaAuth|Agent.btz|RGDoor|FLASHFLOOD|ADVSTORESHELL|T9000|Reaver|RawPOS|OSX_OCEANLOTUS.D|SPACESHIP|HAWKBALL|Machete|OopsIE|Attor|Okrum|MESSAGETAP|Rising Sun|Ramsay|StrongPity|FrameworkPOS|Stuxnet|NETWIRE|BLUELIGHT",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1602,"Data from Configuration Repository",18,"-","-",,T1602,"-",Network,"Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1602,"Data from Configuration Repository",18,"T1602.001","SNMP (MIB Dump)",1,"T1602.001","-",Network,"Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content","-",22729202
"Enterprise ATT&CK",TA0009,Collection,11,T1602,"Data from Configuration Repository",18,"T1602.002","Network Device Configuration Dump",2,"T1602.002","-",Network,"Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content","-",22729202
"Enterprise ATT&CK",TA0010,Exfiltration,13,T1011,"Exfiltration Over Other Network Medium",2,"-","-",,T1011,"-","Linux|macOS|Windows","Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content|File: File Access|Command: Command Execution","-",22729202
