Matrix,Tactic,Technique,"Sub-Technique",App,Active,Available,"Needs data","Sub_Technique_Total","Tactic_Total","Technique_Total",Bookmarked,"Data Source",IsSubTechnique
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","LLMNR/NBT-NS Poisoning and SMB Relay",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","LLMNR/NBT-NS Poisoning and SMB Relay","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","LLMNR/NBT-NS Poisoning and SMB Relay","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","LLMNR/NBT-NS Poisoning and SMB Relay","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","LLMNR/NBT-NS Poisoning and SMB Relay","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","LLMNR/NBT-NS Poisoning and SMB Relay","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","Web Cookies",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","Web Cookies","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","Web Cookies","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","Web Cookies","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","Web Cookies","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","Web Cookies","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Change Default File Association",Any,0,0,2,2,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Change Default File Association","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Change Default File Association","Enterprise Security Content Update",0,0,2,2,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Change Default File Association","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Change Default File Association","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Change Default File Association","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","ARP Cache Poisoning",Any,0,0,3,3,30,4,0,"Cisco IOS::2",Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","ARP Cache Poisoning","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","ARP Cache Poisoning","Enterprise Security Content Update",0,0,3,3,30,4,0,"Cisco IOS::2",Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","ARP Cache Poisoning","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","ARP Cache Poisoning","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Adversary-in-the-Middle","ARP Cache Poisoning","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","SAML Tokens",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","SAML Tokens","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","SAML Tokens","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","SAML Tokens","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","SAML Tokens","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Forge Web Credentials","SAML Tokens","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Screensaver,Any,0,0,1,1,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Screensaver,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Screensaver,"Enterprise Security Content Update",0,0,1,1,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Screensaver,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Screensaver,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Screensaver,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Windows Management Instrumentation Event Subscription",Any,0,0,2,2,100,13,0,"Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Windows Management Instrumentation Event Subscription","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Windows Management Instrumentation Event Subscription","Enterprise Security Content Update",0,0,2,2,100,13,0,"Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Windows Management Instrumentation Event Subscription","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Windows Management Instrumentation Event Subscription","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Windows Management Instrumentation Event Subscription","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Unix Shell Configuration Modification",Any,0,0,2,2,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Unix Shell Configuration Modification","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Unix Shell Configuration Modification","Enterprise Security Content Update",0,0,2,2,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Unix Shell Configuration Modification","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Unix Shell Configuration Modification","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Unix Shell Configuration Modification","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Trap,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Trap,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Trap,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Trap,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Trap,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Trap,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","LC_LOAD_DYLIB Addition",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","LC_LOAD_DYLIB Addition","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","LC_LOAD_DYLIB Addition","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","LC_LOAD_DYLIB Addition","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","LC_LOAD_DYLIB Addition","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","LC_LOAD_DYLIB Addition","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Netsh Helper DLL",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Netsh Helper DLL","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Netsh Helper DLL","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Netsh Helper DLL","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Netsh Helper DLL","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Netsh Helper DLL","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Accessibility Features",Any,0,0,1,1,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Accessibility Features","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Accessibility Features","Enterprise Security Content Update",0,0,1,1,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Accessibility Features","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Accessibility Features","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Accessibility Features","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppCert DLLs",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppCert DLLs","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppCert DLLs","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppCert DLLs","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppCert DLLs","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppCert DLLs","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppInit DLLs",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppInit DLLs","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppInit DLLs","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppInit DLLs","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppInit DLLs","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","AppInit DLLs","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Application Shimming",Any,0,0,3,3,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Application Shimming","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Application Shimming","Enterprise Security Content Update",0,0,3,3,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Application Shimming","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Application Shimming","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Application Shimming","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Image File Execution Options Injection",Any,0,0,1,1,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Image File Execution Options Injection","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Image File Execution Options Injection","Enterprise Security Content Update",0,0,1,1,100,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Image File Execution Options Injection","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Image File Execution Options Injection","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Image File Execution Options Injection","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","PowerShell Profile",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","PowerShell Profile","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","PowerShell Profile","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","PowerShell Profile","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","PowerShell Profile","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","PowerShell Profile","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Emond,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Emond,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Emond,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Emond,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Emond,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution",Emond,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Component Object Model Hijacking",Any,0,0,1,1,100,13,0,"Windows Security::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Component Object Model Hijacking","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Component Object Model Hijacking","Enterprise Security Content Update",0,0,1,1,100,13,0,"Windows Security::0",Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Component Object Model Hijacking","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Component Object Model Hijacking","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Event Triggered Execution","Component Object Model Hijacking","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Archive Collected Data","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Archive Collected Data","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Archive Collected Data","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Archive Collected Data","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Archive Collected Data","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Encrypted Channel","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Encrypted Channel","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Encrypted Channel","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Encrypted Channel","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Encrypted Channel","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Encrypted Channel","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Exploitation for Defense Evasion","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Exploitation for Defense Evasion","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Exploitation for Defense Evasion","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Exploitation for Defense Evasion","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Exploitation for Defense Evasion","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Exploitation for Defense Evasion","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Discovery,"System Time Discovery","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Discovery,"System Time Discovery","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Discovery,"System Time Discovery","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Discovery,"System Time Discovery","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Discovery,"System Time Discovery","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Discovery,"System Time Discovery","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Utility",Any,0,0,5,5,30,5,0,"Endpoint Detection and Response::0,Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Utility","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Utility","Enterprise Security Content Update",0,0,5,5,30,5,0,"Endpoint Detection and Response::0,Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Utility","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Utility","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Utility","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Symmetric Cryptography",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Symmetric Cryptography","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Symmetric Cryptography","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Symmetric Cryptography","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Symmetric Cryptography","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Symmetric Cryptography","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Registry Run Keys / Startup Folder",Any,0,0,3,3,100,17,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Registry Run Keys / Startup Folder","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Registry Run Keys / Startup Folder","Enterprise Security Content Update",0,0,2,3,100,17,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Registry Run Keys / Startup Folder","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Registry Run Keys / Startup Folder","Splunk Security Essentials",0,0,1,3,100,17,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Registry Run Keys / Startup Folder","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Library",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Library","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Library","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Library","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Library","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Library","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Asymmetric Cryptography",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Asymmetric Cryptography","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Asymmetric Cryptography","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Asymmetric Cryptography","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Asymmetric Cryptography","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Encrypted Channel","Asymmetric Cryptography","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Authentication Package",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Authentication Package","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Authentication Package","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Authentication Package","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Authentication Package","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Authentication Package","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Custom Method",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Custom Method","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Custom Method","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Custom Method","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Custom Method","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Archive Collected Data","Archive via Custom Method","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Time Providers",Any,0,0,1,1,100,17,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Time Providers","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Time Providers","Enterprise Security Content Update",0,0,1,1,100,17,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Time Providers","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Time Providers","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Time Providers","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Winlogon Helper DLL",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Winlogon Helper DLL","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Winlogon Helper DLL","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Winlogon Helper DLL","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Autostart Execution","Winlogon Helper DLL","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
