phase,type,event,date,title,description,Presenter,link,"__mv_phase","__mv_type","__mv_event","__mv_date","__mv_title","__mv_description","__mv_Presenter","__mv_link"
"Data exfiltration Encrypt data",Conf,".conf20","2020-10-21","Accelerate Security Investigations With Temporal Lookups In Data Stream Processor","<p>Splunk Enterprise Lookups are a great tool for adding contextual information that can enhance data correlation and accelerate incident response times in Splunk Enterprise Security. But for ephemeral information such as DHCP/VPN info, timeliness - both in terms of updates to lookup tables and appending relevant information - is paramount to maintaining accuracy of data enrichment, which is not possible with post-ingest lookups. In this session, you will learn how to enrich events in Splunk Enterprise Security using Splunk’s Data Stream Processor Lookups. You will leave knowing how to write streaming data from sources such as VPN servers to lookup tables and in turn use these lookups tables to enrich data on other streams.</p>
","David Hazekamp, Principal Software Engineer, Splunk Gayathri Pandyaram, Sr Product Manager, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC1839C","$Data exfiltration$;$Encrypt data$",,,,,,"$David Hazekamp, Principal Software Engineer, Splunk$;$Gayathri Pandyaram, Sr Product Manager, Splunk$",
"Email Phishing",Conf,".conf20","2020-10-21","Strengthening Security During COVID-19 with Splunk Phantom","<p>The emergence of COVID-19 has also spawned a multitude of new COVID-19 related cybersecurity risks. New phishing email schemes and increased vulnerabilities associated with work from home are keeping security analysts busier than ever. In this presentation and demonstration, Splunk Security Specialists Ian Forrest and Tim Frazier will show you how to use Splunk Phantom to add COVID-19 context to any security process, and automate COVID-19 phishing email triage to help keep your organization safe during this unprecedented time.</p>
","Tim Frazier, Security Strategist, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC1840C","$Email$;$Phishing$",,,,,,,
"Internet-exposed service Password guessing",Conf,".conf19","2019-10-22","Lessons Learned From Securing Japan's First Online-Only Bank","Japan Net Bank is Japan's first internet-only bank, and as a result we see a high volume of fraud, partcularly as the presence of debit cards increases in the country. This session will cover methods we've developed to reduce losses from fraud and better secure our customers' financial assets. We'll cover use cases such as detecting customer account number and password leakage, fraudulent login attempts, accounts created to perpetrate fraud, and unauthorized use of debit cards, as well as how to integrate and efficiently analyze multiple threat intelligence sources in Splunk.","Kaz Ozawa, Head of Cyber Security , Japan Net Bank Takashi Komatsubara, Splunk Ninja / Senior Partner Sales Engineer, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC1849","$Internet-exposed service$;$Password guessing$",,,,,,"$Kaz Ozawa, Head of Cyber Security , Japan Net Bank$;$Takashi Komatsubara, Splunk Ninja / Senior Partner Sales Engineer, Splunk$",
"Command and control Data exfiltration Encrypt data",Conf,".conf20","2020-10-21","Your Biggest Security Adversaries Might Be Wearing Pajamas: Remote Work Insights for Security Use Cases","<p>You might have heard, most of us are working from home these days. In our pajamas. And most of us haven't shaved. Working from home isn't new, but now that everyone is home - adversaries included - it has changed our working world, and we have to turn on the dusty VPN client again. And literally overnight, data sources both old and new became vitally important to defend your very remote, very broad, very scary and out of your control, threat surface. Come learn how some Splunk customers from various different industries leveraged Splunk Cloud, Splunk Enterprise Security, and Phantom to protect their remote workers. We'll dive into data from VPN concentrators, authentication providers, collaboration tools, cloud-based productivity suites, and web conferencing. And, we'll pull back the curtain on a little bit of the Remote Work Insights (RWI) scenario from this years famed Boss of the SOC competition. Feel free to wear your favorite Snuggie!</p>
","James Brodsky, Director, Global Security Kittens, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC1885C","$Command and control$;$Data exfiltration$;$Encrypt data$",,,,,,,
"Data exfiltration Encrypt data Internet-exposed service",Conf,".conf19","2019-10-24","The Duck Test: Leverage Machine Learning to Remediate Fraud in Huge Datasets","<p>Aflac measures risk to provide financial protection to more than 50 million people worldwide. Join this session to learn how Aflac mitigates fraud by using Splunk's Machine Learning Toolkit (MLTK) to find outliers and cluster events. Using Splunk and the MLTK reduced the time needed to conduct necessary analyses (e.g. link analysis) from weeks and months to just minutes—we will share with you how we use Splunk's MLTK to iterate quickly, develop new anomaly detection techniques, and improve our overall fraud mitigation perfomance.</p> ","Matthew Harper, Director, Cyber Crime Prevention, Aflac","https://conf.splunk.com/watch/conf-online.html?search=SEC1904","$Data exfiltration$;$Encrypt data$;$Internet-exposed service$",,,,,,,
"Data exfiltration Encrypt data",Conf,".conf19","2019-10-23","Tales From a Threat Team: Lessons and Strategies for Succeeding with a Risk-Based Approach","We've run a risk-based approach with our security alerts for over a year, and we're excited to review our progress with you. We'll discuss how we increased the number of behavioral indicators by 300% while reducing our alerts by 50%. We'll also discuss how we expanded our risk approach to handle on premise and cloud environments within the same framework, which yielded a single alerting mechanism that leverages all of our data enrichment. We'll also share the roadmap for our risk-based approach, which incorporates risk rules that utilize algorithms to identify risks not discovered by traditional detection approaches.","Stuart McIntosh, Threat Intelligence, Outpost Security","https://conf.splunk.com/watch/conf-online.html?search=SEC1908","$Data exfiltration$;$Encrypt data$",,,,,,,
"Command and control Data exfiltration Encrypt data",Conf,".conf20","2020-10-21","In a COVID-19 World - Lessons Learned with OT CyberSecurity","The recent novel coronavirus (COVID-19) outbreak is causing significant disruption to the global economy, and it is changing how many companies operate from day to day. Today’s industrial control systems (ICS) are isolated and nearly impossible to remotely administer, manage, and configure. To combat this problem, Saudi Aramco has launched an ICS/OT cybersecurity monitoring solution through centralized logs collection and storage that provides enhanced visibility and insight to plant administrators with a focus on ICS/OT environments. This session will spell out the plan, and showcase how the world's largest OT implementation of Splunk came about and enabled us to be ready for any breach in OT. We'll also review the future use cases of IT-driven, data-centric collection.","Anas Faruqui, IT OT CyberSecurity Expert , Aramco","https://conf.splunk.com/watch/conf-online.html?search=SEC1923A","$Command and control$;$Data exfiltration$;$Encrypt data$",,,,,,,
"Data exfiltration Encrypt data",Conf,".conf20","2020-10-21","Little Code, Big Impact: Easily Scale your Security Automation with Splunk SOAR ","<p>Want to automate more of your security operations, without the burden of additional heavy coding requirements? Splunk Phantom’s “custom functions” make playbook creation and execution faster and easier. Security analysts can reuse custom code blocks across multiple playbooks, and introduce complex data objects into the playbook execution path — thereby saving time and effort, and maximizing playbook versatility. These capabilities can provide the building blocks for scaling your automation, even to those without coding capabilities. You can create your own custom functions, or use our pre-packaged custom code blocks. Join this session and demo to learn more about custom functions and how they can help you scale out automation within your organization.</p>
","Ian Forrest, Staff Security Strategist, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC1928C","$Data exfiltration$;$Encrypt data$",,,,,,,
"Data exfiltration Encrypt data",Conf,".conf20","2020-10-21","How to secure Operational Technology environments with the new Splunk Add-on for OT Security","<p><span style=""font-size: 11.0pt;""><span style=""font-family: Calibri;"">With IT and Operational Technology (OT) systems converging, ensuring security of devices, applications, physical locations and networks has never been more difficult or more important for organizations with an OT environment. We’ve been working with customers on these challenges for many years, but are excited to share some additional capabilities available via the new Splunk Add-On for OT Security. Come find out more about the technology trends you need to consider in managing your OT environment, understand the details of the OT Security add-on and gain actionable insights that you can put to use to help your organization.</span></span></p>
","Ed Albanese, Global Area VP of IoT, Manufacturing, Energy, Retail, Splunk Young Cho, Manufacturing Solutions Strategist, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC1929C","$Data exfiltration$;$Encrypt data$",,,,,,"$Ed Albanese, Global Area VP of IoT, Manufacturing, Energy, Retail, Splunk$;$Young Cho, Manufacturing Solutions Strategist, Splunk$",
"Data exfiltration Encrypt data Valid credentials",Conf,".conf19","2019-10-22","Finding Evil Is Never An Accident: How to Hunt in BOTS","To secure the modern endpoint, you need sufficient data, the right visibility and analysis, and the technology necesary to stop an intrusion. We will leverage BOTSv4 data in this session to help you test and validate Splunk use cases related to hunting threats using endpoint data. We’ll cover several real world case studies as described in MITRE ATT&CK™, and we will simulate adversary groups by executing a single Atomic test and building an elaborate chain reaction. We will then show you in Splunk how to confirm your data quality and confirm you have what you need to detect and evict an adversary from your environment. We will demonstrate practical hunt techniques using BOTSv4 data and how to raise the flag when data is missing or is not required.","Michael Haag, Director of Advanced Threat Detection, Red Canary","https://conf.splunk.com/watch/conf-online.html?search=SEC1952","$Data exfiltration$;$Encrypt data$;$Valid credentials$",,,,,,,
"Data exfiltration",Conf,".conf19","2019-10-24","Solving the Opioid Crisis and Protecting Patient Privacy – using Splunk","<p>Patient privacy is both a public health and regulatory risk issue. Join this session to learn how we use Splunk to monitor patient privacy and reduce drug diversion—the illicit exfiltration of drugs from our hospital. We'll cover the impact our partnership with Splunk makes on our Healthcare Delivery Organization, and we'll also discuss new use cases for Splunk, such as determining antimicrobial resistance and monitoring antiarrhythmic medications.</p>
","John Frushour, Deputy Chief Information Security Officer, NewYork-Presbyterian Hospital","https://conf.splunk.com/watch/conf-online.html?search=SEC1998",,,,,,,,
"Data exfiltration Encrypt data",Conf,".conf19","2019-10-24","Splunking the Endpoint V: Hands On with BOTSv4 Data","Initial compromises happen on your endpoints, so why are you not Splunking them? In this edition of Splunking The Endpoint, we will tell you exactly what to configure in Splunk, and where, why, and how to do so in order to get unparalleled visibility into threats targeting your network. Not only will we revisit popular operating system and open-source endpoint data sources like Sysmon and Osquery, but we'll also talk about various popular commercial EDR products and give you best practices for collecting data from them. Lastly, we'll help you address any doubts about scale problems and licensing costs.

Please bring your laptop! We will dive through the latest Boss of the SOC (BOTS) endpoint data and demonstrate the detection techniques needed to answer BOTS questions. Everything you learn will be something you can take home and put into production immediately.","James Brodsky, Director, Global Security Kittens, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2007","$Data exfiltration$;$Encrypt data$",,,,,,,
"Data exfiltration Encrypt data Malicious document Malware",Conf,".conf19","2019-10-23","Hunting in the Dark: Profiling Encrypted Network Traffic","It's not easy to detect malicious patterns within encrypted network traffic. JA3, a method of fingerprinting Secure Sockets Layer (SSL) traffic developed by SalesForce, aims to address this by profiling client (JA3) and server (JA3s) SSL connections. Since these fingerprints are unique and persistent, they provide a way to discover applications, fingerprint Operating Systems, and even discover malware. This presentation showcases how to use Splunk to streamline JA3 event data gathered from Bro/Zeek, use that in combination with host-level visibility provided by Carbon Black, and ultimately correlate network signatures with endpoint telemetry. You will learn how to use this method to get a better understanding of what processes are causing benign or malicious SSL connections on your network and how to hunt for unknown threats.","Jayson Weiss, Security Engineer III, Box Mike Sconzo, Staff Threat Intel Engineer, Box","https://conf.splunk.com/watch/conf-online.html?search=SEC2056","$Data exfiltration$;$Encrypt data$;$Malicious document$;$Malware$",,,,,,"$Jayson Weiss, Security Engineer III, Box$;$Mike Sconzo, Staff Threat Intel Engineer, Box$",
"Data exfiltration Encrypt data Valid credentials",Conf,".conf19","2019-10-23","Catch exfiltration from cloud file stores early!","<p><span style=""font-size: 11.0pt;""><span style=""font-family: Calibri , sans-serif;""><span style=""font-size: 12.0pt;"">In this session, we tackle data breaches and information exfiltration from cloud file stores. Beyond the attacks that make headlines and result in millions of stolen personal records, we will also focus on the far less publicized risks related to exposure of intellectual property, infrastructure details or finances. We will share our experience in building a defensive strategy that now detects highly-covert exfiltration attempts.</span></span></span></p>

<p><span style=""font-size: 11.0pt;""><span style=""font-family: Calibri , sans-serif;""><span style=""font-size: 12.0pt;"">To this end, we first shed a lot of light on how companies use general-purpose file stores, such as Box, Office365 or Google Drive. We cover the types of files that commonly get stored in the cloud, file sharing practices, access properties, as well as uses of cloud stores by various departments. There are a lot of unexpected insights which eventually invalidate common security assumptions.</span></span></span></p>

<p><span style=""font-size: 11.0pt;""><span style=""font-family: Calibri , sans-serif;""><span style=""font-size: 12.0pt;"">As the boundary between good and bad gets blurred, we will provide you with a peek into how to design an effective data-driven defense. This approach helped us hone our detection to just tens of validly suspicious exfiltration files in a massive cloud store.</span></span></span></p>
","Stanislav Miskovic, Security Data Science, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2083","$Data exfiltration$;$Encrypt data$;$Valid credentials$",,,,,,,
"Command and control Data exfiltration Encrypt data",Conf,".conf19","2019-10-23","Measure What Matters to Streamline Security Operations with Splunk","To tame an event queue that's ballooning out of control, you need to know first which rules and data sources are generating a disproportionate number of alerts, and second the security value you're getting from those rules and data sources. Any changes made to rules or telemetry analyzed without that knowledge risk making your organization more vulnerable. In this session we'll discuss how Splunk empowers us to perform advanced analytics on everything from alert conversion rates to human time expenditure on alerts so that we can optimize all processes related to alerting. As long as we know what to measure and where to look, Splunk can help us tune our security operations centers to reduce monotony and false positives without diminishing our ability to detect actual threats.
","Keshia LeVan, Detection Engineer, Red Canary","https://conf.splunk.com/watch/conf-online.html?search=SEC2105","$Command and control$;$Data exfiltration$;$Encrypt data$",,,,,,,
"Internet-exposed service",Conf,".conf19","2019-10-22","Hunting Threats with Splunk UBA","We're excited to provide a deep, step-by-step process for how to hunt threats using Splunk User Behavior Analytics (UBA). Our global professional services lead for Splunk UBA will go over how to build custom threats, hunt down rogue employees, build advanced watchlists, and get better at finding the needle in the haystack. ","Chris Shuler, Senior Security Engineer, LyondellBasell Jonathan Guillotte, Senior Security Engineer, LyondellBasell Richard Towle, Enterprise Architect, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2109",,,,,,,"$Chris Shuler, Senior Security Engineer, LyondellBasell$;$Jonathan Guillotte, Senior Security Engineer, LyondellBasell$;$Richard Towle, Enterprise Architect, Splunk$",
"Data exfiltration Encrypt data Internet-exposed service",Conf,".conf19","2019-10-23","Scaling Splunk Enterprise Security","<p>As the types of devices and applications used in IT organizations increase exponentially, scaling the analytics-driven SOC becomes even more imperative. In this session Splunk Professional Services will help you learn from its past experiences architecting Splunk Enterprise Security environments for scale into the terabytes per day. We will share technical details on improvements to search technology and Data Model Acceleration in Splunk Enterprise that will help you increase performance and decrease total cost of ownership. We will also take a deep dive under-the-hood into Splunk Enterprise Security Frameworks in which you should make special considerations for high volume.  Finally, we'll share important metrics on how to monitor the ongoing health of your Enterprise Security deployment, ensuring you stay on track over time, even in periods of rapid growth.</p>
","Marquis Montgomery, Principal Security Architect, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2120","$Data exfiltration$;$Encrypt data$;$Internet-exposed service$",,,,,,,
"Data exfiltration Encrypt data Lateral movement Malware Valid credentials",Conf,".conf19","2019-10-23","Defense Against the Dark Arts: Splunk Edition","<p>Malware infection, lateral movement, data exfiltration, oh my! If you’ve spent any time around the wizarding world of security, you know how much effort goes into preventing dark magic from happening. What if you could use machine learning to stay one step ahead of the adversary? Fasten your seatbelts, because in this talk we will show you how Splunk can utilize machine learning models to take your security detections to the next level. We’ll demonstrate how Splunk's Machine Learning Toolkit can be used to train, validate, and then deploy models to identify anomalies and discover clusters of bad behavior via user-friendly guided workflows—all this while training your models with more data then you’ve ever been able to before. Prepare to leave Las Vegas equipped to incorporate machine learning in your organization’s security detections and jump from reactive to proactive. Mischief managed!</p> ","Erika Strano, Sales Engineer, Splunk Melisa  Napoles, Sales Engineer, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2129","$Data exfiltration$;$Encrypt data$;$Lateral movement$;$Malware$;$Valid credentials$",,,,,,"$Erika Strano, Sales Engineer, Splunk$;$Melisa  Napoles, Sales Engineer, Splunk$",
"Exploit vulnerability",Conf,".conf19","2019-10-22","Build a Successful Vulnerability Management Program on Splunk","Organizations struggle to keep up with the increasing number of vulnerabilities that they face. In this session, we will demonstrate how to use Splunk to cut through the noise and focus on those vulnerabilities that pose the greatest threats your organization. We will show you how to construct a framework that assesses risk by key risk factors, such as asset or identity criticality, threat intelligence, asset or application exposure, vulnerability campaign IDs, and others. We'll also show you how to inventory vulnerabilities and integrate them with workflow software so you can monitor their remediation. Lessons learned from this session will help you improve your vulnerability management program going forward.","Josh Diakun, Managing Partner, Discovered Intelligence","https://conf.splunk.com/watch/conf-online.html?search=SEC2189",,,,,,,,
"Data exfiltration Encrypt data Exploit vulnerability Valid credentials",Conf,".conf19","2019-10-22","Use Deception, Automated Response and Threat Emulation to Make Your Defense Proactive","<p>Deception, automation, and real-time data exploitation help security organizations go on offense vs attackers. In this session we will discuss how to use a variety of deception techniques to gather threat intelligence, how to create an automated response, and how to test response playbooks to validate that responses work as expected.</p> ","Will Urias, Researcher, Sandia National Laboratories","https://conf.splunk.com/watch/conf-online.html?search=SEC2203","$Data exfiltration$;$Encrypt data$;$Exploit vulnerability$;$Valid credentials$",,,,,,,
"Valid credentials",Conf,".conf19","2019-10-23","Beyond Tier 1 Automation: The Hidden Value of Splunk Phantom Automation for Security Operations ","<p>You've probably heard examples of Splunk Phantom automating 90% of Tier 1 processes, but did you know that Phantom improves human-lead processes too? Come learn about the hidden value of validation and utility playbooks from Penn State University’s Enterprise Security Manager and Splunk’s Lead Technologist for Higher Education. Validation playbooks are automated tests run to validate a human judgement or request. Utility playbooks are short easy-to-create playbooks in Phantom that an analyst  runs during an investigation.  We’ll cover when to use validation and utility playbooks, how to get started creating them, and ideas for other playbooks you can use to improve your daily operations.</p> ","Chris Decker, Enterprise Security Manager, Penn State University Craig Vincent, Lead Technologist,SLED, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2205",,,,,,,"$Chris Decker, Enterprise Security Manager, Penn State University$;$Craig Vincent, Lead Technologist,SLED, Splunk$",
"Command and control",Conf,".conf19","2019-10-24","Deploying Splunk Enterprise Security and Splunk Phantom At Scale","Ever wondered how to integrate or scale Splunk Enterprise Security (ES) and Splunk Phantom?  Join us as we explore best practices involved in setting up clustered environments for ES and Phantom that yield a highly available and scalable security platform. You will leave this session better able to create scalable ES and Phantom deployments, tools, commands, cheat sheets, and troubleshooting methods at your own organizations.","Ankit Bhagat, Forward Deployed Software Engineer, Splunk Mayur Pipaliya, Forward Deployed Software Engineer, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2233",,,,,,,"$Ankit Bhagat, Forward Deployed Software Engineer, Splunk$;$Mayur Pipaliya, Forward Deployed Software Engineer, Splunk$",
"Data exfiltration Encrypt data",Conf,".conf19","2019-10-23","Transforming Intel’s Security Posture with Innovations in Data Intelligence","Intel is transforming its approach to security by deploying a new Cyber Intelligence Platform (CIP) based on Splunk, Kafka, and other leading-edge technologies. Our new platform ingests data from hundreds of data sources and security tools, providing context-rich visibility and a common work surface, and improving the efficiency of our entire information security organization. This session will address how we partnered with Splunk architects to deploy and realize benefits from this solution in just five weeks. We will detail how our solution uses real-time data, streams processing, machine learning tools and consistent data models to decrease time to detect and respond to sophisticated threats. This session will cover everything from our platform's business value to its solution architecture.
","Aubrey Sharwarko, Data Scientist, Intel Jac Noel, Security Solutions Architect, Intel ","https://conf.splunk.com/watch/conf-online.html?search=SEC2253","$Data exfiltration$;$Encrypt data$",,,,,,"$Aubrey Sharwarko, Data Scientist, Intel$;$Jac Noel, Security Solutions Architect, Intel $",
"Data exfiltration Encrypt data Internet-exposed service Malware",Conf,".conf19","2019-10-24","Enterprise Security for an Internet Service Provider: How Splunk Enterprise Security Changed the Way We Work and Changed the Organization","<p>20+ million subscribers, 290PB network traffic daily, and tens of millions of IoT, IPTV and ICT devices—a bigger network means more attacks from all over the world. Learn how SK Broadband, the biggest telco/ISP provider in South Korea, leverages Splunk Enterprise Security (ES) to protect their subscribers from countless DDoS and malware attacks. We will cover detailed use cases for analyzing a high volume of data—500 million security events over 7 billion logs per day—as well as how we met a high bar of operational efficiency by customizing our ES deployment.</p>
","Daesoo Choi, Senior Sales Engineer, Splunk Kyoung Geun Lee, SoC Senior Manager, SK Broadband","https://conf.splunk.com/watch/conf-online.html?search=SEC2274","$Data exfiltration$;$Encrypt data$;$Internet-exposed service$;$Malware$",,,,,,"$Daesoo Choi, Senior Sales Engineer, Splunk$;$Kyoung Geun Lee, SoC Senior Manager, SK Broadband$",
"Data exfiltration Encrypt data",Conf,".conf19","2019-10-24","Break Down Silos By Ingesting Multi-Purpose Data Sources into Splunk","We use Splunk data to help previously siloed groups at Qualcomm work better together. We will discuss specific high value, multipurpose data sources that we ingest, and how we use them to foster collaboration across teams. You will leave this session with a better sense of data sources that you analyze for security that can also help you work better with everyone from developers, to help desk staff, to executive management.","Ben Marcus, Sr. Staff IT Engineer, Qualcomm","https://conf.splunk.com/watch/conf-online.html?search=SEC2280","$Data exfiltration$;$Encrypt data$",,,,,,,
"Command and control",Conf,".conf19","2019-10-23","Splunk Mission Control Deep Dive Session","<p>Are you a security analyst? Do you like bright and shiny new things? Do you want to get a deep dive look into a new Splunk product months before it becomes Generally Available? Well then, this session is for you! Join us for this 2-hour session where you’ll get the inside scoop on the latest and greatest coming out of our security product and engineering teams.</p>
","Rob Truesdell, Sr Director, Product Management, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2294",,,,,,,,
"Command and control",Conf,".conf19","2019-10-22","Introducing Splunk Mission Control","<p><span style=""font-size: 11.0pt;""><span style=""font-family: Calibri , sans-serif;""><span style="""">Are you a security analyst? Do you like bright and shiny new things? Attend this session to get the inside scoop on the latest and greatest coming out of our security product and engineering teams.</span></span></span></p>
","Rob Truesdell, Sr Director, Product Management, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2295",,,,,,,,
"Command and control",Conf,".conf19","2019-10-23","Introducing Splunk Mission Control","<p><span style=""font-size: 11.0pt;""><span style=""font-family: Calibri , sans-serif;""><span style="""">Are you a security analyst? Do you like bright and shiny new things? Attend this session to get the inside scoop on the latest and greatest coming out of our security product and engineering teams.</span></span></span></p>
","Rob Truesdell, Sr Director, Product Management, Splunk","https://conf.splunk.com/watch/conf-online.html?search=SEC2371",,,,,,,,
"Data exfiltration Encrypt data",Conf,".conf19","2019-10-23","Protecting your Data: The 2020 Decennial Census and Data Security","The Census is the nation’s largest peacetime mobilization effort and determines congressional representation. Census data is used by businesses, governments and civic organizations to inform decision-making and this year the Census is going mobile and online for the first time. This means that security is a top priority in ensuring the success of the 2020 Decennial. This segment of the conference will explore security related topics to include vulnerabilities, scalability and performance, with a special focus on Data Privacy, Compliance and Reputational Threat Management. If all things data and IT Security excite you, then this session is for you. Census executives Atri Kalluri and Zack Schwartz will provide a behind the scenes overview of the systems supporting the 2020 Decennial, including Splunk, and real world case studies on how the Census Bureau is adopting best practices across IT security and social media monitoring to ensure the security of respondent data. ","Atri Kalluri, Senior Advocate, Response Security and Data Integrity, U.S. Census Bureau Zack Scwhartz, IT Program Manager, U.S. Census Bureau","https://conf.splunk.com/watch/conf-online.html?search=SEC2638","$Data exfiltration$;$Encrypt data$",,,,,,"$Atri Kalluri, Senior Advocate, Response Security and Data Integrity, U.S. Census Bureau$;$Zack Scwhartz, IT Program Manager, U.S. Census Bureau$",
"Data exfiltration Encrypt data",Conf,".conf19","2019-10-23","The CISO’s Guide to Shutting Down Attacks Using the Dark Web + Live Dark Web Tour","Nick Hayes, VP of Strategy at IntSights, will take you on a tour of the dark web and explain how CISOs can successfully implement a dark web intelligence strategy to neutralize threats outside the wire and at the earliest stages of the cyber kill chain. Now equipped with IntSights External Threat Intelligence, learn how you can take advantage of it through seamless integrations with your Splunk SIEM and Phantom toolsets. Enrich your threat data with internal network security observables, expedite incident reviews and prioritization, and automate your threat prevention and response with SOAR and integrated playbooks.",,"https://conf.splunk.com/watch/conf-online.html?search=SEC2887","$Data exfiltration$;$Encrypt data$",,,,,,,
"Data exfiltration Encrypt data",Conf,".conf19","2019-10-23","Using Machine Learning to Unlock the Potential of Your Security Data","Vectra customers and security researchers respond to some of the world’s most consequential threats. And they tell us that there’s a consistent set of questions they must answer when investigating any attack scenario.
 
Yet, security data today is broken and unable to effectively answer those questions. It is either incomplete or storage and performance intensive.  Most teams don’t have the information necessary to properly answer the questions required to support their use cases; whether it be for threat hunting, investigations or supporting custom tools and models.
 
In this session, hear about real-world use cases where security teams use machine learning engines to derive unique security attributes and how it is embedded into security workflows.",,"https://conf.splunk.com/watch/conf-online.html?search=SECS2589","$Data exfiltration$;$Encrypt data$",,,,,,,
"Internet-exposed service",Conf,".conf19","2019-10-23","Inside the Shark Tank with Herjavec Group ","Don’t miss your chance to see the Shark in action. Watch as Robert Herjavec puts his Herjavec Group Splunk Experts in the hot seat when they pitch their expertise in Splunk Security Operations using live demos of their proprietary tooling. Hear this panel’s unique perspectives on Managed User Behavior Analytics, Threat Modelling and the future of Splunk Managed Security Services.  As an added bonus, you’ll get to play “Shark” as the panel will close with open forum Q&A from the audience.",,"https://conf.splunk.com/watch/conf-online.html?search=SECS2656",,,,,,,,
"Command and control Privilege escalation Valid credentials",Conf,".conf19","2019-10-23","Shift Identity Left: Using Splunk and Okta to Secure Automated Infrastructure Fleets","Are you deploying infrastructure with static accounts and credentials baked in? Dynamic infrastructure needs dynamic access controls to match, especially at scale. This talk will cover best practices for automating infrastructure identity and least privilege access across large-scale distributed systems using Okta, feeding real-time authentication events into Splunk for better visibility into who is logging into which systems and from where.",,"https://conf.splunk.com/watch/conf-online.html?search=SECS2758","$Command and control$;$Privilege escalation$;$Valid credentials$",,,,,,,
"Data exfiltration Encrypt data",Conf,".conf19","2019-10-22","Building threat-driven use cases for the real world with iDefense intelligence","Where did you come up with the idea for your last use case? Traditional approaches to use case ideation focus on identifying new use cases based on the data already available to the security operations center. However, the threat landscape is constantly changing, and attackers are constantly getting more sophisticated. To detect these advanced threats, our use cases must be based on both business and threat context. In this session, we will share our approach to building innovative use cases based on real-world threats. Starting with industry-specific threat intelligence, we identify the threat actors and their specific tactics, techniques, and procedures. With these insights, we identify use cases relevant to the business, map them to both existing and new data sources, and prioritize implementation based on the specific threats.",,"https://conf.splunk.com/watch/conf-online.html?search=SECS2797","$Data exfiltration$;$Encrypt data$",,,,,,,
"Data exfiltration Encrypt data Internet-exposed service",Conf,".conf19","2019-10-23","The SOC of the Future","This presentation will discuss how Security Operation Centers (SOCs) will need to change to meet the cybersecurity challenges of the 2020s. 

The speaker will draw on his experience as a founder of the first SOC-as-a-Service company that delivers managed security services using Splunk. 

Most industry analysts envision that the next generation of SOCs will leverage AI, Big Data, and the Cloud, but how far can automation take us and is the concept of an autonomous SOC really practical? How will the SOC of the Future address the global shortage of cyber professionals? How will the role of security analysts need to change? Will the SOC of the Future still need to be housed in dedicated physical facilities? 

The speaker will provide a blueprint of Proficio’s vision of the SOC of the Future using Splunk and provide a playbook for IT leaders and aspiring IT leaders on how to drive continuous improvement in productivity and measurable outcomes.",,"https://conf.splunk.com/watch/conf-online.html?search=SECS2839","$Data exfiltration$;$Encrypt data$;$Internet-exposed service$",,,,,,,
